Participant,Stimulus,condition,semantic,RT
P26,ma-ma.04.rtf,ma-ma,1,156
P27,ma-ma.04.rtf,ma-ma,1,0
P28,ma-ma.04.rtf,ma-ma,1,0
P29,ma-ma.04.rtf,ma-ma,1,0
P30,ma-ma.04.rtf,ma-ma,1,0
P31,ma-ma.04.rtf,ma-ma,1,0
P32,ma-ma.04.rtf,ma-ma,1,259
P33,ma-ma.04.rtf,ma-ma,1,0
P34,ma-ma.04.rtf,ma-ma,1,0
P35,ma-ma.04.rtf,ma-ma,1,0
P36,ma-ma.04.rtf,ma-ma,1,0
P37,ma-ma.04.rtf,ma-ma,1,0
P01,ma-ma.05.rtf,ma-ma,1,0
P02,ma-ma.05.rtf,ma-ma,1,0
P03,ma-ma.05.rtf,ma-ma,1,78
P04,ma-ma.05.rtf,ma-ma,1,0
P05,ma-ma.05.rtf,ma-ma,1,0
P06,ma-ma.05.rtf,ma-ma,1,0
P07,ma-ma.05.rtf,ma-ma,1,0
P08,ma-ma.05.rtf,ma-ma,1,229
P09,ma-ma.05.rtf,ma-ma,1,0
P10,ma-ma.05.rtf,ma-ma,1,0
P11,ma-ma.05.rtf,ma-ma,1,0
P12,ma-ma.05.rtf,ma-ma,1,0
P13,ma-ma.05.rtf,ma-ma,1,0
P14,ma-ma.05.rtf,ma-ma,1,440
P15,ma-ma.05.rtf,ma-ma,1,0
P16,ma-ma.05.rtf,ma-ma,1,0
P17,ma-ma.05.rtf,ma-ma,1,0
P18,ma-ma.05.rtf,ma-ma,1,0
P19,ma-ma.05.rtf,ma-ma,1,0
P20,ma-ma.05.rtf,ma-ma,1,0
P21,ma-ma.05.rtf,ma-ma,1,185
P22,ma-ma.05.rtf,ma-ma,1,161
P23,ma-ma.05.rtf,ma-ma,1,493
P24,ma-ma.05.rtf,ma-ma,1,0
P25,ma-ma.05.rtf,ma-ma,1,266
P26,ma-ma.05.rtf,ma-ma,1,75
P27,ma-ma.05.rtf,ma-ma,1,630
P28,ma-ma.05.rtf,ma-ma,1,127
P29,ma-ma.05.rtf,ma-ma,1,151
P30,ma-ma.05.rtf,ma-ma,1,0
P31,ma-ma.05.rtf,ma-ma,1,259
P32,ma-ma.05.rtf,ma-ma,1,166
P33,ma-ma.05.rtf,ma-ma,1,166
P34,ma-ma.05.rtf,ma-ma,1,0
P35,ma-ma.05.rtf,ma-ma,1,0
P36,ma-ma.05.rtf,ma-ma,1,0
P37,ma-ma.05.rtf,ma-ma,1,0
P01,ma-ma.06.rtf,ma-ma,1,156
P02,ma-ma.06.rtf,ma-ma,1,0
P03,ma-ma.06.rtf,ma-ma,1,0
P04,ma-ma.06.rtf,ma-ma,1,0
P05,ma-ma.06.rtf,ma-ma,1,357
P06,ma-ma.06.rtf,ma-ma,1,0
P07,ma-ma.06.rtf,ma-ma,1,0
P08,ma-ma.06.rtf,ma-ma,1,0
P09,ma-ma.06.rtf,ma-ma,1,88
P10,ma-ma.06.rtf,ma-ma,1,0
P11,ma-ma.06.rtf,ma-ma,1,0
P12,ma-ma.06.rtf,ma-ma,1,0
P13,ma-ma.06.rtf,ma-ma,1,0
P14,ma-ma.06.rtf,ma-ma,1,0
P15,ma-ma.06.rtf,ma-ma,1,176
P16,ma-ma.06.rtf,ma-ma,1,0
P17,ma-ma.06.rtf,ma-ma,1,0
P18,ma-ma.06.rtf,ma-ma,1,0
P19,ma-ma.06.rtf,ma-ma,1,0
P20,ma-ma.06.rtf,ma-ma,1,0
P21,ma-ma.06.rtf,ma-ma,1,0
P22,ma-ma.06.rtf,ma-ma,1,141
P23,ma-ma.06.rtf,ma-ma,1,171
P24,ma-ma.06.rtf,ma-ma,1,0
P25,ma-ma.06.rtf,ma-ma,1,387
P26,ma-ma.06.rtf,ma-ma,1,0
P27,ma-ma.06.rtf,ma-ma,1,97
P28,ma-ma.06.rtf,ma-ma,1,0
P29,ma-ma.06.rtf,ma-ma,1,0
P30,ma-ma.06.rtf,ma-ma,1,215
P31,ma-ma.06.rtf,ma-ma,1,347
P32,ma-ma.06.rtf,ma-ma,1,0
P33,ma-ma.06.rtf,ma-ma,1,73
P34,ma-ma.06.rtf,ma-ma,1,0
P35,ma-ma.06.rtf,ma-ma,1,0
P36,ma-ma.06.rtf,ma-ma,1,0
P37,ma-ma.06.rtf,ma-ma,1,0
P01,ma-ma.07.rtf,ma-ma,1,417
P02,ma-ma.07.rtf,ma-ma,1,0
P03,ma-ma.07.rtf,ma-ma,1,83
P04,ma-ma.07.rtf,ma-ma,1,0
P05,ma-ma.07.rtf,ma-ma,1,0
P06,ma-ma.07.rtf,ma-ma,1,0
P07,ma-ma.07.rtf,ma-ma,1,0
P08,ma-ma.07.rtf,ma-ma,1,0
P09,ma-ma.07.rtf,ma-ma,1,0
P10,ma-ma.07.rtf,ma-ma,1,0
P11,ma-ma.07.rtf,ma-ma,1,479
P12,ma-ma.07.rtf,ma-ma,1,180
P13,ma-ma.07.rtf,ma-ma,1,0
P14,ma-ma.07.rtf,ma-ma,1,0
P15,ma-ma.07.rtf,ma-ma,1,410
P16,ma-ma.07.rtf,ma-ma,1,151
P17,ma-ma.07.rtf,ma-ma,1,0
P18,ma-ma.07.rtf,ma-ma,1,0
P19,ma-ma.07.rtf,ma-ma,1,0
P20,ma-ma.07.rtf,ma-ma,1,0
P21,ma-ma.07.rtf,ma-ma,1,190
P22,ma-ma.07.rtf,ma-ma,1,80
P23,ma-ma.07.rtf,ma-ma,1,0
P24,ma-ma.07.rtf,ma-ma,1,0
P25,ma-ma.07.rtf,ma-ma,1,0
P26,ma-ma.07.rtf,ma-ma,1,614
P27,ma-ma.07.rtf,ma-ma,1,0
P28,ma-ma.07.rtf,ma-ma,1,303
P29,ma-ma.07.rtf,ma-ma,1,0
P30,ma-ma.07.rtf,ma-ma,1,0
P31,ma-ma.07.rtf,ma-ma,1,0
P32,ma-ma.07.rtf,ma-ma,1,0
P33,ma-ma.07.rtf,ma-ma,1,0
P34,ma-ma.07.rtf,ma-ma,1,0
P35,ma-ma.07.rtf,ma-ma,1,498
P36,ma-ma.07.rtf,ma-ma,1,0
P37,ma-ma.07.rtf,ma-ma,1,0
P01,ma-ma.08.rtf,ma-ma,1,0
P02,ma-ma.08.rtf,ma-ma,1,0
P03,ma-ma.08.rtf,ma-ma,1,53
P04,ma-ma.08.rtf,ma-ma,1,0
P05,ma-ma.08.rtf,ma-ma,1,0
P06,ma-ma.08.rtf,ma-ma,1,0
P07,ma-ma.08.rtf,ma-ma,1,0
P08,ma-ma.08.rtf,ma-ma,1,200
P09,ma-ma.08.rtf,ma-ma,1,0
P10,ma-ma.08.rtf,ma-ma,1,0
P11,ma-ma.08.rtf,ma-ma,1,317
P12,ma-ma.08.rtf,ma-ma,1,0
P13,ma-ma.08.rtf,ma-ma,1,0
P14,ma-ma.08.rtf,ma-ma,1,0
P15,ma-ma.08.rtf,ma-ma,1,0
P16,ma-ma.08.rtf,ma-ma,1,0
P17,ma-ma.08.rtf,ma-ma,1,0
P18,ma-ma.08.rtf,ma-ma,1,0
P19,ma-ma.08.rtf,ma-ma,1,0
P20,ma-ma.08.rtf,ma-ma,1,0
P21,ma-ma.08.rtf,ma-ma,1,180
P22,ma-ma.08.rtf,ma-ma,1,0
P23,ma-ma.08.rtf,ma-ma,1,0
P24,ma-ma.08.rtf,ma-ma,1,166
P25,ma-ma.08.rtf,ma-ma,1,508
P26,ma-ma.08.rtf,ma-ma,1,0
P27,ma-ma.08.rtf,ma-ma,1,0
P28,ma-ma.08.rtf,ma-ma,1,0
P29,ma-ma.08.rtf,ma-ma,1,0
P30,ma-ma.08.rtf,ma-ma,1,0
P31,ma-ma.08.rtf,ma-ma,1,151
P32,ma-ma.08.rtf,ma-ma,1,0
P33,ma-ma.08.rtf,ma-ma,1,0
P34,ma-ma.08.rtf,ma-ma,1,0
P35,ma-ma.08.rtf,ma-ma,1,0
P36,ma-ma.08.rtf,ma-ma,1,0
P37,ma-ma.08.rtf,ma-ma,1,0
P01,ma-ma.09.rtf,ma-ma,1,0
P02,ma-ma.09.rtf,ma-ma,1,0
P03,ma-ma.09.rtf,ma-ma,1,405
P04,ma-ma.09.rtf,ma-ma,1,0
P05,ma-ma.09.rtf,ma-ma,1,0
P06,ma-ma.09.rtf,ma-ma,1,0
P07,ma-ma.09.rtf,ma-ma,1,0
P08,ma-ma.09.rtf,ma-ma,1,0
P09,ma-ma.09.rtf,ma-ma,1,0
P10,ma-ma.09.rtf,ma-ma,1,102
P11,ma-ma.09.rtf,ma-ma,1,0
P12,ma-ma.09.rtf,ma-ma,1,0
P13,ma-ma.09.rtf,ma-ma,1,0
P14,ma-ma.09.rtf,ma-ma,1,0
P15,ma-ma.09.rtf,ma-ma,1,151
P16,ma-ma.09.rtf,ma-ma,1,0
P17,ma-ma.09.rtf,ma-ma,1,0
P18,ma-ma.09.rtf,ma-ma,1,0
P19,ma-ma.09.rtf,ma-ma,1,0
P20,ma-ma.09.rtf,ma-ma,1,0
P21,ma-ma.09.rtf,ma-ma,1,0
P22,ma-ma.09.rtf,ma-ma,1,0
P23,ma-ma.09.rtf,ma-ma,1,0
P24,ma-ma.09.rtf,ma-ma,1,0
P25,ma-ma.09.rtf,ma-ma,1,0
P26,ma-ma.09.rtf,ma-ma,1,0
P27,ma-ma.09.rtf,ma-ma,1,122
P28,ma-ma.09.rtf,ma-ma,1,0
P29,ma-ma.09.rtf,ma-ma,1,0
P30,ma-ma.09.rtf,ma-ma,1,0
P31,ma-ma.09.rtf,ma-ma,1,215
P32,ma-ma.09.rtf,ma-ma,1,102
P33,ma-ma.09.rtf,ma-ma,1,0
P34,ma-ma.09.rtf,ma-ma,1,0
P35,ma-ma.09.rtf,ma-ma,1,0
P36,ma-ma.09.rtf,ma-ma,1,0
P37,ma-ma.09.rtf,ma-ma,1,0
P01,ma-ma.10.rtf,ma-ma,1,553
P02,ma-ma.10.rtf,ma-ma,1,141
P03,ma-ma.10.rtf,ma-ma,1,210
P04,ma-ma.10.rtf,ma-ma,1,0
P05,ma-ma.10.rtf,ma-ma,1,0
P06,ma-ma.10.rtf,ma-ma,1,0
P07,ma-ma.10.rtf,ma-ma,1,0
P08,ma-ma.10.rtf,ma-ma,1,0
P09,ma-ma.10.rtf,ma-ma,1,264
P10,ma-ma.10.rtf,ma-ma,1,0
P11,ma-ma.10.rtf,ma-ma,1,0
P12,ma-ma.10.rtf,ma-ma,1,0
P13,ma-ma.10.rtf,ma-ma,1,0
P14,ma-ma.10.rtf,ma-ma,1,0
P15,ma-ma.10.rtf,ma-ma,1,107
P16,ma-ma.10.rtf,ma-ma,1,0
P17,ma-ma.10.rtf,ma-ma,1,0
P18,ma-ma.10.rtf,ma-ma,1,0
P19,ma-ma.10.rtf,ma-ma,1,0
P20,ma-ma.10.rtf,ma-ma,1,0
P21,ma-ma.10.rtf,ma-ma,1,905
P22,ma-ma.10.rtf,ma-ma,1,0
P23,ma-ma.10.rtf,ma-ma,1,0
P24,ma-ma.10.rtf,ma-ma,1,0
P25,ma-ma.10.rtf,ma-ma,1,0
P26,ma-ma.10.rtf,ma-ma,1,0
P27,ma-ma.10.rtf,ma-ma,1,0
P28,ma-ma.10.rtf,ma-ma,1,0
P29,ma-ma.10.rtf,ma-ma,1,0
P30,ma-ma.10.rtf,ma-ma,1,102
P31,ma-ma.10.rtf,ma-ma,1,234
P32,ma-ma.10.rtf,ma-ma,1,0
P33,ma-ma.10.rtf,ma-ma,1,0
P34,ma-ma.10.rtf,ma-ma,1,0
P35,ma-ma.10.rtf,ma-ma,1,112
P36,ma-ma.10.rtf,ma-ma,1,0
P37,ma-ma.10.rtf,ma-ma,1,0
P01,ma-ma.11.rtf,ma-ma,1,423
P02,ma-ma.11.rtf,ma-ma,1,0
P03,ma-ma.11.rtf,ma-ma,1,0
P04,ma-ma.11.rtf,ma-ma,1,0
P05,ma-ma.11.rtf,ma-ma,1,0
P06,ma-ma.11.rtf,ma-ma,1,220
P07,ma-ma.11.rtf,ma-ma,1,0
P08,ma-ma.11.rtf,ma-ma,1,0
P09,ma-ma.11.rtf,ma-ma,1,0
P10,ma-ma.11.rtf,ma-ma,1,127
P11,ma-ma.11.rtf,ma-ma,1,0
P12,ma-ma.11.rtf,ma-ma,1,0
P13,ma-ma.11.rtf,ma-ma,1,0
P14,ma-ma.11.rtf,ma-ma,1,498
P15,ma-ma.11.rtf,ma-ma,1,0
P16,ma-ma.11.rtf,ma-ma,1,0
P17,ma-ma.11.rtf,ma-ma,1,0
P18,ma-ma.11.rtf,ma-ma,1,0
P19,ma-ma.11.rtf,ma-ma,1,0
P20,ma-ma.11.rtf,ma-ma,1,0
P21,ma-ma.11.rtf,ma-ma,1,0
P22,ma-ma.11.rtf,ma-ma,1,0
P23,ma-ma.11.rtf,ma-ma,1,337
P24,ma-ma.11.rtf,ma-ma,1,0
P25,ma-ma.11.rtf,ma-ma,1,0
P26,ma-ma.11.rtf,ma-ma,1,261
P27,ma-ma.11.rtf,ma-ma,1,141
P28,ma-ma.11.rtf,ma-ma,1,0
P29,ma-ma.11.rtf,ma-ma,1,0
P30,ma-ma.11.rtf,ma-ma,1,0
P31,ma-ma.11.rtf,ma-ma,1,68
P32,ma-ma.11.rtf,ma-ma,1,0
P33,ma-ma.11.rtf,ma-ma,1,0
P34,ma-ma.11.rtf,ma-ma,1,0
P35,ma-ma.11.rtf,ma-ma,1,0
P36,ma-ma.11.rtf,ma-ma,1,0
P37,ma-ma.11.rtf,ma-ma,1,0
P01,ma-ma.12.rtf,ma-ma,1,488
P02,ma-ma.12.rtf,ma-ma,1,0
P03,ma-ma.12.rtf,ma-ma,1,0
P04,ma-ma.12.rtf,ma-ma,1,0
P05,ma-ma.12.rtf,ma-ma,1,244
P06,ma-ma.12.rtf,ma-ma,1,0
P07,ma-ma.12.rtf,ma-ma,1,0
P08,ma-ma.12.rtf,ma-ma,1,136
P09,ma-ma.12.rtf,ma-ma,1,0
P10,ma-ma.12.rtf,ma-ma,1,0
P11,ma-ma.12.rtf,ma-ma,1,400
P12,ma-ma.12.rtf,ma-ma,1,0
P13,ma-ma.12.rtf,ma-ma,1,0
P14,ma-ma.12.rtf,ma-ma,1,454
P15,ma-ma.12.rtf,ma-ma,1,112
P16,ma-ma.12.rtf,ma-ma,1,0
P17,ma-ma.12.rtf,ma-ma,1,0
P18,ma-ma.12.rtf,ma-ma,1,0
P19,ma-ma.12.rtf,ma-ma,1,117
P20,ma-ma.12.rtf,ma-ma,1,0
P21,ma-ma.12.rtf,ma-ma,1,0
P22,ma-ma.12.rtf,ma-ma,1,0
P23,ma-ma.12.rtf,ma-ma,1,0
P24,ma-ma.12.rtf,ma-ma,1,231
P25,ma-ma.12.rtf,ma-ma,1,0
P26,ma-ma.12.rtf,ma-ma,1,0
P27,ma-ma.12.rtf,ma-ma,1,0
P28,ma-ma.12.rtf,ma-ma,1,83
P29,ma-ma.12.rtf,ma-ma,1,0
P30,ma-ma.12.rtf,ma-ma,1,0
P31,ma-ma.12.rtf,ma-ma,1,0
P32,ma-ma.12.rtf,ma-ma,1,107
P33,ma-ma.12.rtf,ma-ma,1,0
P34,ma-ma.12.rtf,ma-ma,1,0
P35,ma-ma.12.rtf,ma-ma,1,234
P36,ma-ma.12.rtf,ma-ma,1,0
P37,ma-ma.12.rtf,ma-ma,1,0
P01,ma-nma.01.rtf,ma-nma,1,0
P02,ma-nma.01.rtf,ma-nma,1,156
P03,ma-nma.01.rtf,ma-nma,1,269
P04,ma-nma.01.rtf,ma-nma,1,0
P05,ma-nma.01.rtf,ma-nma,1,0
P06,ma-nma.01.rtf,ma-nma,1,0
P07,ma-nma.01.rtf,ma-nma,1,0
P08,ma-nma.01.rtf,ma-nma,1,0
P09,ma-nma.01.rtf,ma-nma,1,0
P10,ma-nma.01.rtf,ma-nma,1,0
P11,ma-nma.01.rtf,ma-nma,1,0
P12,ma-nma.01.rtf,ma-nma,1,0
P13,ma-nma.01.rtf,ma-nma,1,0
P14,ma-nma.01.rtf,ma-nma,1,0
P15,ma-nma.01.rtf,ma-nma,1,205
P16,ma-nma.01.rtf,ma-nma,1,0
P17,ma-nma.01.rtf,ma-nma,1,0
P18,ma-nma.01.rtf,ma-nma,1,0
P19,ma-nma.01.rtf,ma-nma,1,0
P20,ma-nma.01.rtf,ma-nma,1,0
P21,ma-nma.01.rtf,ma-nma,1,0
P22,ma-nma.01.rtf,ma-nma,1,0
P23,ma-nma.01.rtf,ma-nma,1,0
P24,ma-nma.01.rtf,ma-nma,1,0
P25,ma-nma.01.rtf,ma-nma,1,0
P26,ma-nma.01.rtf,ma-nma,1,0
P27,ma-nma.01.rtf,ma-nma,1,0
P28,ma-nma.01.rtf,ma-nma,1,0
P29,ma-nma.01.rtf,ma-nma,1,0
P30,ma-nma.01.rtf,ma-nma,1,0
P31,ma-nma.01.rtf,ma-nma,1,0
P32,ma-nma.01.rtf,ma-nma,1,0
P33,ma-nma.01.rtf,ma-nma,1,0
P34,ma-nma.01.rtf,ma-nma,1,0
P35,ma-nma.01.rtf,ma-nma,1,0
P36,ma-nma.01.rtf,ma-nma,1,0
P37,ma-nma.01.rtf,ma-nma,1,0
P01,ma-nma.02.rtf,ma-nma,1,0
P02,ma-nma.02.rtf,ma-nma,1,0
P03,ma-nma.02.rtf,ma-nma,1,0
P04,ma-nma.02.rtf,ma-nma,1,0
P05,ma-nma.02.rtf,ma-nma,1,0
P06,ma-nma.02.rtf,ma-nma,1,0
P07,ma-nma.02.rtf,ma-nma,1,0
P08,ma-nma.02.rtf,ma-nma,1,0
P09,ma-nma.02.rtf,ma-nma,1,0
P10,ma-nma.02.rtf,ma-nma,1,0
P11,ma-nma.02.rtf,ma-nma,1,0
P12,ma-nma.02.rtf,ma-nma,1,0
P13,ma-nma.02.rtf,ma-nma,1,0
P14,ma-nma.02.rtf,ma-nma,1,0
P15,ma-nma.02.rtf,ma-nma,1,88
P16,ma-nma.02.rtf,ma-nma,1,0
P17,ma-nma.02.rtf,ma-nma,1,0
P18,ma-nma.02.rtf,ma-nma,1,0
P19,ma-nma.02.rtf,ma-nma,1,0
P20,ma-nma.02.rtf,ma-nma,1,308
P21,ma-nma.02.rtf,ma-nma,1,371
P22,ma-nma.02.rtf,ma-nma,1,0
P23,ma-nma.02.rtf,ma-nma,1,0
P24,ma-nma.02.rtf,ma-nma,1,0
P25,ma-nma.02.rtf,ma-nma,1,0
P26,ma-nma.02.rtf,ma-nma,1,125
P27,ma-nma.02.rtf,ma-nma,1,0
P28,ma-nma.02.rtf,ma-nma,1,0
P29,ma-nma.02.rtf,ma-nma,1,117
P30,ma-nma.02.rtf,ma-nma,1,0
P31,ma-nma.02.rtf,ma-nma,1,0
P32,ma-nma.02.rtf,ma-nma,1,0
P33,ma-nma.02.rtf,ma-nma,1,0
P34,ma-nma.02.rtf,ma-nma,1,0
P35,ma-nma.02.rtf,ma-nma,1,0
P36,ma-nma.02.rtf,ma-nma,1,0
P37,ma-nma.02.rtf,ma-nma,1,0
P01,ma-nma.03.rtf,ma-nma,1,0
P02,ma-nma.03.rtf,ma-nma,1,0
P03,ma-nma.03.rtf,ma-nma,1,709
P04,ma-nma.03.rtf,ma-nma,1,0
P05,ma-nma.03.rtf,ma-nma,1,0
P06,ma-nma.03.rtf,ma-nma,1,0
P07,ma-nma.03.rtf,ma-nma,1,0
P08,ma-nma.03.rtf,ma-nma,1,112
P09,ma-nma.03.rtf,ma-nma,1,180
P10,ma-nma.03.rtf,ma-nma,1,0
P11,ma-nma.03.rtf,ma-nma,1,0
P12,ma-nma.03.rtf,ma-nma,1,0
P13,ma-nma.03.rtf,ma-nma,1,0
P14,ma-nma.03.rtf,ma-nma,1,503
P15,ma-nma.03.rtf,ma-nma,1,0
P16,ma-nma.03.rtf,ma-nma,1,0
P17,ma-nma.03.rtf,ma-nma,1,0
P18,ma-nma.03.rtf,ma-nma,1,0
P19,ma-nma.03.rtf,ma-nma,1,0
P20,ma-nma.03.rtf,ma-nma,1,0
P21,ma-nma.03.rtf,ma-nma,1,0
P22,ma-nma.03.rtf,ma-nma,1,0
P23,ma-nma.03.rtf,ma-nma,1,201
P24,ma-nma.03.rtf,ma-nma,1,0
P25,ma-nma.03.rtf,ma-nma,1,146
P26,ma-nma.03.rtf,ma-nma,1,80
P27,ma-nma.03.rtf,ma-nma,1,0
P28,ma-nma.03.rtf,ma-nma,1,0
P29,ma-nma.03.rtf,ma-nma,1,0
P30,ma-nma.03.rtf,ma-nma,1,0
P31,ma-nma.03.rtf,ma-nma,1,0
P32,ma-nma.03.rtf,ma-nma,1,0
P33,ma-nma.03.rtf,ma-nma,1,0
P34,ma-nma.03.rtf,ma-nma,1,0
P35,ma-nma.03.rtf,ma-nma,1,0
P36,ma-nma.03.rtf,ma-nma,1,0
P37,ma-nma.03.rtf,ma-nma,1,0
P01,ma-nma.04.rtf,ma-nma,1,186
P02,ma-nma.04.rtf,ma-nma,1,0
P03,ma-nma.04.rtf,ma-nma,1,0
