Participant,Stimulus,condition,semantic,RT
P19,ma-ma.04.rtf,ma-ma,1,161
P20,ma-ma.04.rtf,ma-ma,1,151
P21,ma-ma.04.rtf,ma-ma,1,224
P22,ma-ma.04.rtf,ma-ma,1,281
P23,ma-ma.04.rtf,ma-ma,1,226
P24,ma-ma.04.rtf,ma-ma,1,291
P25,ma-ma.04.rtf,ma-ma,1,312
P26,ma-ma.04.rtf,ma-ma,1,181
P27,ma-ma.04.rtf,ma-ma,1,141
P28,ma-ma.04.rtf,ma-ma,1,298
P29,ma-ma.04.rtf,ma-ma,1,97
P30,ma-ma.04.rtf,ma-ma,1,171
P31,ma-ma.04.rtf,ma-ma,1,332
P32,ma-ma.04.rtf,ma-ma,1,268
P33,ma-ma.04.rtf,ma-ma,1,180
P34,ma-ma.04.rtf,ma-ma,1,219
P35,ma-ma.04.rtf,ma-ma,1,204
P36,ma-ma.04.rtf,ma-ma,1,283
P37,ma-ma.04.rtf,ma-ma,1,185
P01,ma-ma.05.rtf,ma-ma,1,266
P02,ma-ma.05.rtf,ma-ma,1,0
P03,ma-ma.05.rtf,ma-ma,1,92
P04,ma-ma.05.rtf,ma-ma,1,811
P05,ma-ma.05.rtf,ma-ma,1,151
P06,ma-ma.05.rtf,ma-ma,1,220
P07,ma-ma.05.rtf,ma-ma,1,185
P08,ma-ma.05.rtf,ma-ma,1,116
P09,ma-ma.05.rtf,ma-ma,1,405
P10,ma-ma.05.rtf,ma-ma,1,176
P11,ma-ma.05.rtf,ma-ma,1,538
P12,ma-ma.05.rtf,ma-ma,1,195
P13,ma-ma.05.rtf,ma-ma,1,118
P14,ma-ma.05.rtf,ma-ma,1,308
P15,ma-ma.05.rtf,ma-ma,1,150
P16,ma-ma.05.rtf,ma-ma,1,0
P17,ma-ma.05.rtf,ma-ma,1,117
P18,ma-ma.05.rtf,ma-ma,1,587
P19,ma-ma.05.rtf,ma-ma,1,156
P20,ma-ma.05.rtf,ma-ma,1,318
P21,ma-ma.05.rtf,ma-ma,1,171
P22,ma-ma.05.rtf,ma-ma,1,241
P23,ma-ma.05.rtf,ma-ma,1,302
P24,ma-ma.05.rtf,ma-ma,1,171
P25,ma-ma.05.rtf,ma-ma,1,509
P26,ma-ma.05.rtf,ma-ma,1,594
P27,ma-ma.05.rtf,ma-ma,1,151
P28,ma-ma.05.rtf,ma-ma,1,161
P29,ma-ma.05.rtf,ma-ma,1,93
P30,ma-ma.05.rtf,ma-ma,1,238
P31,ma-ma.05.rtf,ma-ma,1,225
P32,ma-ma.05.rtf,ma-ma,1,102
P33,ma-ma.05.rtf,ma-ma,1,181
P34,ma-ma.05.rtf,ma-ma,1,229
P35,ma-ma.05.rtf,ma-ma,1,166
P36,ma-ma.05.rtf,ma-ma,1,268
P37,ma-ma.05.rtf,ma-ma,1,195
P01,ma-ma.06.rtf,ma-ma,1,166
P02,ma-ma.06.rtf,ma-ma,1,268
P03,ma-ma.06.rtf,ma-ma,1,122
P04,ma-ma.06.rtf,ma-ma,1,53
P05,ma-ma.06.rtf,ma-ma,1,303
P06,ma-ma.06.rtf,ma-ma,1,215
P07,ma-ma.06.rtf,ma-ma,1,273
P08,ma-ma.06.rtf,ma-ma,1,449
P09,ma-ma.06.rtf,ma-ma,1,200
P10,ma-ma.06.rtf,ma-ma,1,332
P11,ma-ma.06.rtf,ma-ma,1,350
P12,ma-ma.06.rtf,ma-ma,1,319
P13,ma-ma.06.rtf,ma-ma,1,293
P14,ma-ma.06.rtf,ma-ma,1,142
P15,ma-ma.06.rtf,ma-ma,1,243
P16,ma-ma.06.rtf,ma-ma,1,277
P17,ma-ma.06.rtf,ma-ma,1,175
P18,ma-ma.06.rtf,ma-ma,1,224
P19,ma-ma.06.rtf,ma-ma,1,185
P20,ma-ma.06.rtf,ma-ma,1,391
P21,ma-ma.06.rtf,ma-ma,1,273
P22,ma-ma.06.rtf,ma-ma,1,272
P23,ma-ma.06.rtf,ma-ma,1,50
P24,ma-ma.06.rtf,ma-ma,1,221
P25,ma-ma.06.rtf,ma-ma,1,473
P26,ma-ma.06.rtf,ma-ma,1,337
P27,ma-ma.06.rtf,ma-ma,1,146
P28,ma-ma.06.rtf,ma-ma,1,435
P29,ma-ma.06.rtf,ma-ma,1,180
P30,ma-ma.06.rtf,ma-ma,1,288
P31,ma-ma.06.rtf,ma-ma,1,68
P32,ma-ma.06.rtf,ma-ma,1,229
P33,ma-ma.06.rtf,ma-ma,1,181
P34,ma-ma.06.rtf,ma-ma,1,102
P35,ma-ma.06.rtf,ma-ma,1,254
P36,ma-ma.06.rtf,ma-ma,1,213
P37,ma-ma.06.rtf,ma-ma,1,146
P01,ma-ma.07.rtf,ma-ma,1,85
P02,ma-ma.07.rtf,ma-ma,1,317
P03,ma-ma.07.rtf,ma-ma,1,0
P04,ma-ma.07.rtf,ma-ma,1,0
P05,ma-ma.07.rtf,ma-ma,1,151
P06,ma-ma.07.rtf,ma-ma,1,166
P07,ma-ma.07.rtf,ma-ma,1,210
P08,ma-ma.07.rtf,ma-ma,1,400
P09,ma-ma.07.rtf,ma-ma,1,210
P10,ma-ma.07.rtf,ma-ma,1,0
P11,ma-ma.07.rtf,ma-ma,1,181
P12,ma-ma.07.rtf,ma-ma,1,209
P13,ma-ma.07.rtf,ma-ma,1,107
P14,ma-ma.07.rtf,ma-ma,1,171
P15,ma-ma.07.rtf,ma-ma,1,200
P16,ma-ma.07.rtf,ma-ma,1,0
P17,ma-ma.07.rtf,ma-ma,1,170
P18,ma-ma.07.rtf,ma-ma,1,742
P19,ma-ma.07.rtf,ma-ma,1,176
P20,ma-ma.07.rtf,ma-ma,1,210
P21,ma-ma.07.rtf,ma-ma,1,58
P22,ma-ma.07.rtf,ma-ma,1,94
P23,ma-ma.07.rtf,ma-ma,1,291
P24,ma-ma.07.rtf,ma-ma,1,181
P25,ma-ma.07.rtf,ma-ma,1,231
P26,ma-ma.07.rtf,ma-ma,1,171
P27,ma-ma.07.rtf,ma-ma,1,151
P28,ma-ma.07.rtf,ma-ma,1,92
P29,ma-ma.07.rtf,ma-ma,1,107
P30,ma-ma.07.rtf,ma-ma,1,180
P31,ma-ma.07.rtf,ma-ma,1,317
P32,ma-ma.07.rtf,ma-ma,1,195
P33,ma-ma.07.rtf,ma-ma,1,166
P34,ma-ma.07.rtf,ma-ma,1,679
P35,ma-ma.07.rtf,ma-ma,1,117
P36,ma-ma.07.rtf,ma-ma,1,166
P37,ma-ma.07.rtf,ma-ma,1,190
P01,ma-ma.08.rtf,ma-ma,1,307
P02,ma-ma.08.rtf,ma-ma,1,141
P03,ma-ma.08.rtf,ma-ma,1,0
P04,ma-ma.08.rtf,ma-ma,1,176
P05,ma-ma.08.rtf,ma-ma,1,190
P06,ma-ma.08.rtf,ma-ma,1,210
P07,ma-ma.08.rtf,ma-ma,1,146
P08,ma-ma.08.rtf,ma-ma,1,268
P09,ma-ma.08.rtf,ma-ma,1,63
P10,ma-ma.08.rtf,ma-ma,1,269
P11,ma-ma.08.rtf,ma-ma,1,511
P12,ma-ma.08.rtf,ma-ma,1,296
P13,ma-ma.08.rtf,ma-ma,1,282
P14,ma-ma.08.rtf,ma-ma,1,165
P15,ma-ma.08.rtf,ma-ma,1,236
P16,ma-ma.08.rtf,ma-ma,1,264
P17,ma-ma.08.rtf,ma-ma,1,0
P18,ma-ma.08.rtf,ma-ma,1,176
P19,ma-ma.08.rtf,ma-ma,1,234
P20,ma-ma.08.rtf,ma-ma,1,224
P21,ma-ma.08.rtf,ma-ma,1,307
P22,ma-ma.08.rtf,ma-ma,1,175
P23,ma-ma.08.rtf,ma-ma,1,412
P24,ma-ma.08.rtf,ma-ma,1,176
P25,ma-ma.08.rtf,ma-ma,1,270
P26,ma-ma.08.rtf,ma-ma,1,191
P27,ma-ma.08.rtf,ma-ma,1,151
P28,ma-ma.08.rtf,ma-ma,1,355
P29,ma-ma.08.rtf,ma-ma,1,220
P30,ma-ma.08.rtf,ma-ma,1,561
P31,ma-ma.08.rtf,ma-ma,1,285
P32,ma-ma.08.rtf,ma-ma,1,189
P33,ma-ma.08.rtf,ma-ma,1,296
P34,ma-ma.08.rtf,ma-ma,1,234
P35,ma-ma.08.rtf,ma-ma,1,298
P36,ma-ma.08.rtf,ma-ma,1,179
P37,ma-ma.08.rtf,ma-ma,1,477
P01,ma-ma.09.rtf,ma-ma,1,144
P02,ma-ma.09.rtf,ma-ma,1,132
P03,ma-ma.09.rtf,ma-ma,1,0
P04,ma-ma.09.rtf,ma-ma,1,154
P05,ma-ma.09.rtf,ma-ma,1,0
P06,ma-ma.09.rtf,ma-ma,1,577
P07,ma-ma.09.rtf,ma-ma,1,136
P08,ma-ma.09.rtf,ma-ma,1,287
P09,ma-ma.09.rtf,ma-ma,1,303
P10,ma-ma.09.rtf,ma-ma,1,210
P11,ma-ma.09.rtf,ma-ma,1,396
P12,ma-ma.09.rtf,ma-ma,1,0
P13,ma-ma.09.rtf,ma-ma,1,166
P14,ma-ma.09.rtf,ma-ma,1,117
P15,ma-ma.09.rtf,ma-ma,1,136
P16,ma-ma.09.rtf,ma-ma,1,190
P17,ma-ma.09.rtf,ma-ma,1,176
P18,ma-ma.09.rtf,ma-ma,1,308
P19,ma-ma.09.rtf,ma-ma,1,166
P20,ma-ma.09.rtf,ma-ma,1,210
P21,ma-ma.09.rtf,ma-ma,1,365
P22,ma-ma.09.rtf,ma-ma,1,223
P23,ma-ma.09.rtf,ma-ma,1,433
P24,ma-ma.09.rtf,ma-ma,1,181
P25,ma-ma.09.rtf,ma-ma,1,211
P26,ma-ma.09.rtf,ma-ma,1,322
P27,ma-ma.09.rtf,ma-ma,1,0
P28,ma-ma.09.rtf,ma-ma,1,303
P29,ma-ma.09.rtf,ma-ma,1,386
P30,ma-ma.09.rtf,ma-ma,1,190
P31,ma-ma.09.rtf,ma-ma,1,78
P32,ma-ma.09.rtf,ma-ma,1,190
P33,ma-ma.09.rtf,ma-ma,1,243
P34,ma-ma.09.rtf,ma-ma,1,259
P35,ma-ma.09.rtf,ma-ma,1,376
P36,ma-ma.09.rtf,ma-ma,1,0
P37,ma-ma.09.rtf,ma-ma,1,214
P01,ma-ma.10.rtf,ma-ma,1,402
P02,ma-ma.10.rtf,ma-ma,1,0
P03,ma-ma.10.rtf,ma-ma,1,0
P04,ma-ma.10.rtf,ma-ma,1,136
P05,ma-ma.10.rtf,ma-ma,1,0
P06,ma-ma.10.rtf,ma-ma,1,151
P07,ma-ma.10.rtf,ma-ma,1,0
P08,ma-ma.10.rtf,ma-ma,1,0
P09,ma-ma.10.rtf,ma-ma,1,181
P10,ma-ma.10.rtf,ma-ma,1,166
P11,ma-ma.10.rtf,ma-ma,1,528
P12,ma-ma.10.rtf,ma-ma,1,361
P13,ma-ma.10.rtf,ma-ma,1,210
P14,ma-ma.10.rtf,ma-ma,1,102
P15,ma-ma.10.rtf,ma-ma,1,239
P16,ma-ma.10.rtf,ma-ma,1,151
P17,ma-ma.10.rtf,ma-ma,1,181
P18,ma-ma.10.rtf,ma-ma,1,278
P19,ma-ma.10.rtf,ma-ma,1,332
P20,ma-ma.10.rtf,ma-ma,1,63
P21,ma-ma.10.rtf,ma-ma,1,469
P22,ma-ma.10.rtf,ma-ma,1,0
P23,ma-ma.10.rtf,ma-ma,1,309
P24,ma-ma.10.rtf,ma-ma,1,191
P25,ma-ma.10.rtf,ma-ma,1,236
P26,ma-ma.10.rtf,ma-ma,1,156
P27,ma-ma.10.rtf,ma-ma,1,0
P28,ma-ma.10.rtf,ma-ma,1,254
P29,ma-ma.10.rtf,ma-ma,1,102
P30,ma-ma.10.rtf,ma-ma,1,254
P31,ma-ma.10.rtf,ma-ma,1,386
P32,ma-ma.10.rtf,ma-ma,1,190
P33,ma-ma.10.rtf,ma-ma,1,352
P34,ma-ma.10.rtf,ma-ma,1,249
P35,ma-ma.10.rtf,ma-ma,1,73
P36,ma-ma.10.rtf,ma-ma,1,0
P37,ma-ma.10.rtf,ma-ma,1,175
P01,ma-ma.11.rtf,ma-ma,1,156
P02,ma-ma.11.rtf,ma-ma,1,181
P03,ma-ma.11.rtf,ma-ma,1,0
P04,ma-ma.11.rtf,ma-ma,1,220
P05,ma-ma.11.rtf,ma-ma,1,0
P06,ma-ma.11.rtf,ma-ma,1,625
P07,ma-ma.11.rtf,ma-ma,1,156
P08,ma-ma.11.rtf,ma-ma,1,112
P09,ma-ma.11.rtf,ma-ma,1,224
P10,ma-ma.11.rtf,ma-ma,1,215
P11,ma-ma.11.rtf,ma-ma,1,337
P12,ma-ma.11.rtf,ma-ma,1,219
P13,ma-ma.11.rtf,ma-ma,1,273
P14,ma-ma.11.rtf,ma-ma,1,366
P15,ma-ma.11.rtf,ma-ma,1,220
P16,ma-ma.11.rtf,ma-ma,1,132
P17,ma-ma.11.rtf,ma-ma,1,0
P18,ma-ma.11.rtf,ma-ma,1,112
P19,ma-ma.11.rtf,ma-ma,1,185
P20,ma-ma.11.rtf,ma-ma,1,210
P21,ma-ma.11.rtf,ma-ma,1,205
P22,ma-ma.11.rtf,ma-ma,1,196
P23,ma-ma.11.rtf,ma-ma,1,422
P24,ma-ma.11.rtf,ma-ma,1,181
P25,ma-ma.11.rtf,ma-ma,1,382
P26,ma-ma.11.rtf,ma-ma,1,135
P27,ma-ma.11.rtf,ma-ma,1,249
P28,ma-ma.11.rtf,ma-ma,1,110
P29,ma-ma.11.rtf,ma-ma,1,153
P30,ma-ma.11.rtf,ma-ma,1,229
P31,ma-ma.11.rtf,ma-ma,1,254
P32,ma-ma.11.rtf,ma-ma,1,219
P33,ma-ma.11.rtf,ma-ma,1,263
P34,ma-ma.11.rtf,ma-ma,1,229
P35,ma-ma.11.rtf,ma-ma,1,410
P36,ma-ma.11.rtf,ma-ma,1,195
P37,ma-ma.11.rtf,ma-ma,1,97
P01,ma-ma.12.rtf,ma-ma,1,166
P02,ma-ma.12.rtf,ma-ma,1,156
P03,ma-ma.12.rtf,ma-ma,1,132
P04,ma-ma.12.rtf,ma-ma,1,137
P05,ma-ma.12.rtf,ma-ma,1,161
P06,ma-ma.12.rtf,ma-ma,1,122
P07,ma-ma.12.rtf,ma-ma,1,210
P08,ma-ma.12.rtf,ma-ma,1,415
P09,ma-ma.12.rtf,ma-ma,1,185
P10,ma-ma.12.rtf,ma-ma,1,156
P11,ma-ma.12.rtf,ma-ma,1,420
P12,ma-ma.12.rtf,ma-ma,1,166
P13,ma-ma.12.rtf,ma-ma,1,215
P14,ma-ma.12.rtf,ma-ma,1,122
P15,ma-ma.12.rtf,ma-ma,1,82
P16,ma-ma.12.rtf,ma-ma,1,0
P17,ma-ma.12.rtf,ma-ma,1,0
P18,ma-ma.12.rtf,ma-ma,1,141
P19,ma-ma.12.rtf,ma-ma,1,141
P20,ma-ma.12.rtf,ma-ma,1,215
P21,ma-ma.12.rtf,ma-ma,1,200
P22,ma-ma.12.rtf,ma-ma,1,196
P23,ma-ma.12.rtf,ma-ma,1,297
P24,ma-ma.12.rtf,ma-ma,1,221
P25,ma-ma.12.rtf,ma-ma,1,382
P26,ma-ma.12.rtf,ma-ma,1,110
P27,ma-ma.12.rtf,ma-ma,1,122
P28,ma-ma.12.rtf,ma-ma,1,0
P29,ma-ma.12.rtf,ma-ma,1,181
P30,ma-ma.12.rtf,ma-ma,1,59
P31,ma-ma.12.rtf,ma-ma,1,215
P32,ma-ma.12.rtf,ma-ma,1,191
P33,ma-ma.12.rtf,ma-ma,1,166
P34,ma-ma.12.rtf,ma-ma,1,205
P35,ma-ma.12.rtf,ma-ma,1,214
P36,ma-ma.12.rtf,ma-ma,1,150
P37,ma-ma.12.rtf,ma-ma,1,176
P01,ma-nma.01.rtf,ma-nma,1,125
P02,ma-nma.01.rtf,ma-nma,1,293
P03,ma-nma.01.rtf,ma-nma,1,78
P04,ma-nma.01.rtf,ma-nma,1,63
P05,ma-nma.01.rtf,ma-nma,1,278
P06,ma-nma.01.rtf,ma-nma,1,581
P07,ma-nma.01.rtf,ma-nma,1,166
P08,ma-nma.01.rtf,ma-nma,1,352
P09,ma-nma.01.rtf,ma-nma,1,224
P10,ma-nma.01.rtf,ma-nma,1,327
P11,ma-nma.01.rtf,ma-nma,1,730
P12,ma-nma.01.rtf,ma-nma,1,254
P13,ma-nma.01.rtf,ma-nma,1,190
P14,ma-nma.01.rtf,ma-nma,1,117
P15,ma-nma.01.rtf,ma-nma,1,102
P16,ma-nma.01.rtf,ma-nma,1,138
P17,ma-nma.01.rtf,ma-nma,1,176
P18,ma-nma.01.rtf,ma-nma,1,596
P19,ma-nma.01.rtf,ma-nma,1,161
P20,ma-nma.01.rtf,ma-nma,1,213
P21,ma-nma.01.rtf,ma-nma,1,112
P22,ma-nma.01.rtf,ma-nma,1,272
P23,ma-nma.01.rtf,ma-nma,1,317
P24,ma-nma.01.rtf,ma-nma,1,171
P25,ma-nma.01.rtf,ma-nma,1,201
P26,ma-nma.01.rtf,ma-nma,1,135
P27,ma-nma.01.rtf,ma-nma,1,136
P28,ma-nma.01.rtf,ma-nma,1,156
P29,ma-nma.01.rtf,ma-nma,1,185
P30,ma-nma.01.rtf,ma-nma,1,132
P31,ma-nma.01.rtf,ma-nma,1,244
P32,ma-nma.01.rtf,ma-nma,1,269
P33,ma-nma.01.rtf,ma-nma,1,210
P34,ma-nma.01.rtf,ma-nma,1,190
P35,ma-nma.01.rtf,ma-nma,1,200
P36,ma-nma.01.rtf,ma-nma,1,171
P37,ma-nma.01.rtf,ma-nma,1,132
P01,ma-nma.02.rtf,ma-nma,1,191
P02,ma-nma.02.rtf,ma-nma,1,225
P03,ma-nma.02.rtf,ma-nma,1,0
P04,ma-nma.02.rtf,ma-nma,1,112
P05,ma-nma.02.rtf,ma-nma,1,92
P06,ma-nma.02.rtf,ma-nma,1,542
P07,ma-nma.02.rtf,ma-nma,1,190
P08,ma-nma.02.rtf,ma-nma,1,268
P09,ma-nma.02.rtf,ma-nma,1,215
P10,ma-nma.02.rtf,ma-nma,1,185
P11,ma-nma.02.rtf,ma-nma,1,517
P12,ma-nma.02.rtf,ma-nma,1,679
P13,ma-nma.02.rtf,ma-nma,1,161
P14,ma-nma.02.rtf,ma-nma,1,171
P15,ma-nma.02.rtf,ma-nma,1,136
P16,ma-nma.02.rtf,ma-nma,1,146
P17,ma-nma.02.rtf,ma-nma,1,0
P18,ma-nma.02.rtf,ma-nma,1,278
P19,ma-nma.02.rtf,ma-nma,1,185
P20,ma-nma.02.rtf,ma-nma,1,223
P21,ma-nma.02.rtf,ma-nma,1,210
P22,ma-nma.02.rtf,ma-nma,1,181
P23,ma-nma.02.rtf,ma-nma,1,357
P24,ma-nma.02.rtf,ma-nma,1,206
P25,ma-nma.02.rtf,ma-nma,1,90
P26,ma-nma.02.rtf,ma-nma,1,181
P27,ma-nma.02.rtf,ma-nma,1,0
P28,ma-nma.02.rtf,ma-nma,1,327
P29,ma-nma.02.rtf,ma-nma,1,132
P30,ma-nma.02.rtf,ma-nma,1,347
P31,ma-nma.02.rtf,ma-nma,1,166
P32,ma-nma.02.rtf,ma-nma,1,454
P33,ma-nma.02.rtf,ma-nma,1,215
P34,ma-nma.02.rtf,ma-nma,1,278
P35,ma-nma.02.rtf,ma-nma,1,215
P36,ma-nma.02.rtf,ma-nma,1,161
P37,ma-nma.02.rtf,ma-nma,1,190
P01,ma-nma.03.rtf,ma-nma,1,704
P02,ma-nma.03.rtf,ma-nma,1,195
P03,ma-nma.03.rtf,ma-nma,1,0
P04,ma-nma.03.rtf,ma-nma,1,63
P05,ma-nma.03.rtf,ma-nma,1,0
P06,ma-nma.03.rtf,ma-nma,1,214
P07,ma-nma.03.rtf,ma-nma,1,151
P08,ma-nma.03.rtf,ma-nma,1,234
P09,ma-nma.03.rtf,ma-nma,1,244
P10,ma-nma.03.rtf,ma-nma,1,237
P11,ma-nma.03.rtf,ma-nma,1,97
P12,ma-nma.03.rtf,ma-nma,1,171
P13,ma-nma.03.rtf,ma-nma,1,107
P14,ma-nma.03.rtf,ma-nma,1,107
P15,ma-nma.03.rtf,ma-nma,1,156
P16,ma-nma.03.rtf,ma-nma,1,132
P17,ma-nma.03.rtf,ma-nma,1,166
P18,ma-nma.03.rtf,ma-nma,1,200
P19,ma-nma.03.rtf,ma-nma,1,166
P20,ma-nma.03.rtf,ma-nma,1,127
P21,ma-nma.03.rtf,ma-nma,1,205
P22,ma-nma.03.rtf,ma-nma,1,80
P23,ma-nma.03.rtf,ma-nma,1,756
P24,ma-nma.03.rtf,ma-nma,1,208
P25,ma-nma.03.rtf,ma-nma,1,216
P26,ma-nma.03.rtf,ma-nma,1,146
P27,ma-nma.03.rtf,ma-nma,1,166
P28,ma-nma.03.rtf,ma-nma,1,210
P29,ma-nma.03.rtf,ma-nma,1,195
P30,ma-nma.03.rtf,ma-nma,1,454
P31,ma-nma.03.rtf,ma-nma,1,493
P32,ma-nma.03.rtf,ma-nma,1,283
P33,ma-nma.03.rtf,ma-nma,1,347
P34,ma-nma.03.rtf,ma-nma,1,239
P35,ma-nma.03.rtf,ma-nma,1,264
P36,ma-nma.03.rtf,ma-nma,1,0
P37,ma-nma.03.rtf,ma-nma,1,410
P01,ma-nma.04.rtf,ma-nma,1,574
P02,ma-nma.04.rtf,ma-nma,1,254
P03,ma-nma.04.rtf,ma-nma,1,107
