Participant,Stimulus,condition,semantic,RT
P09,ma-ma.06.rtf,ma-ma,1,484
P10,ma-ma.06.rtf,ma-ma,1,0
P11,ma-ma.06.rtf,ma-ma,1,0
P12,ma-ma.06.rtf,ma-ma,1,655
P13,ma-ma.06.rtf,ma-ma,1,327
P15,ma-ma.06.rtf,ma-ma,1,479
P16,ma-ma.06.rtf,ma-ma,1,0
P17,ma-ma.06.rtf,ma-ma,1,293
P18,ma-ma.06.rtf,ma-ma,1,0
P19,ma-ma.06.rtf,ma-ma,1,655
P20,ma-ma.06.rtf,ma-ma,1,0
P22,ma-ma.06.rtf,ma-ma,1,337
P23,ma-ma.06.rtf,ma-ma,1,583
P24,ma-ma.06.rtf,ma-ma,1,453
P26,ma-ma.06.rtf,ma-ma,1,0
P27,ma-ma.06.rtf,ma-ma,1,180
P28,ma-ma.06.rtf,ma-ma,1,229
P29,ma-ma.06.rtf,ma-ma,1,821
P30,ma-ma.06.rtf,ma-ma,1,430
P31,ma-ma.06.rtf,ma-ma,1,465
P32,ma-ma.06.rtf,ma-ma,1,0
P33,ma-ma.06.rtf,ma-ma,1,303
P34,ma-ma.06.rtf,ma-ma,1,0
P35,ma-ma.06.rtf,ma-ma,1,172
P36,ma-ma.06.rtf,ma-ma,1,0
P37,ma-ma.06.rtf,ma-ma,1,132
P01,ma-ma.07.rtf,ma-ma,1,437
P02,ma-ma.07.rtf,ma-ma,1,0
P03,ma-ma.07.rtf,ma-ma,1,0
P04,ma-ma.07.rtf,ma-ma,1,0
P05,ma-ma.07.rtf,ma-ma,1,0
P06,ma-ma.07.rtf,ma-ma,1,283
P07,ma-ma.07.rtf,ma-ma,1,396
P08,ma-ma.07.rtf,ma-ma,1,0
P09,ma-ma.07.rtf,ma-ma,1,0
P10,ma-ma.07.rtf,ma-ma,1,0
P11,ma-ma.07.rtf,ma-ma,1,273
P12,ma-ma.07.rtf,ma-ma,1,562
P13,ma-ma.07.rtf,ma-ma,1,136
P14,ma-ma.07.rtf,ma-ma,1,792
P16,ma-ma.07.rtf,ma-ma,1,244
P17,ma-ma.07.rtf,ma-ma,1,181
P18,ma-ma.07.rtf,ma-ma,1,406
P19,ma-ma.07.rtf,ma-ma,1,225
P20,ma-ma.07.rtf,ma-ma,1,273
P21,ma-ma.07.rtf,ma-ma,1,0
P23,ma-ma.07.rtf,ma-ma,1,387
P24,ma-ma.07.rtf,ma-ma,1,427
P25,ma-ma.07.rtf,ma-ma,1,0
P26,ma-ma.07.rtf,ma-ma,1,558
P27,ma-ma.07.rtf,ma-ma,1,136
P28,ma-ma.07.rtf,ma-ma,1,400
P29,ma-ma.07.rtf,ma-ma,1,581
P30,ma-ma.07.rtf,ma-ma,1,576
P31,ma-ma.07.rtf,ma-ma,1,0
P32,ma-ma.07.rtf,ma-ma,1,504
P33,ma-ma.07.rtf,ma-ma,1,0
P34,ma-ma.07.rtf,ma-ma,1,0
P35,ma-ma.07.rtf,ma-ma,1,141
P36,ma-ma.07.rtf,ma-ma,1,166
P37,ma-ma.07.rtf,ma-ma,1,381
P01,ma-ma.08.rtf,ma-ma,1,387
P02,ma-ma.08.rtf,ma-ma,1,141
P03,ma-ma.08.rtf,ma-ma,1,362
P04,ma-ma.08.rtf,ma-ma,1,0
P05,ma-ma.08.rtf,ma-ma,1,0
P06,ma-ma.08.rtf,ma-ma,1,0
P07,ma-ma.08.rtf,ma-ma,1,0
P08,ma-ma.08.rtf,ma-ma,1,602
P09,ma-ma.08.rtf,ma-ma,1,0
P10,ma-ma.08.rtf,ma-ma,1,0
P11,ma-ma.08.rtf,ma-ma,1,0
P12,ma-ma.08.rtf,ma-ma,1,777
P13,ma-ma.08.rtf,ma-ma,1,0
P14,ma-ma.08.rtf,ma-ma,1,1061
P15,ma-ma.08.rtf,ma-ma,1,342
P16,ma-ma.08.rtf,ma-ma,1,269
P17,ma-ma.08.rtf,ma-ma,1,0
P18,ma-ma.08.rtf,ma-ma,1,0
P19,ma-ma.08.rtf,ma-ma,1,0
P20,ma-ma.08.rtf,ma-ma,1,229
P21,ma-ma.08.rtf,ma-ma,1,983
P22,ma-ma.08.rtf,ma-ma,1,126
P23,ma-ma.08.rtf,ma-ma,1,525
P24,ma-ma.08.rtf,ma-ma,1,0
P25,ma-ma.08.rtf,ma-ma,1,407
P26,ma-ma.08.rtf,ma-ma,1,386
P27,ma-ma.08.rtf,ma-ma,1,0
P28,ma-ma.08.rtf,ma-ma,1,1173
P29,ma-ma.08.rtf,ma-ma,1,278
P30,ma-ma.08.rtf,ma-ma,1,665
P31,ma-ma.08.rtf,ma-ma,1,0
P32,ma-ma.08.rtf,ma-ma,1,0
P33,ma-ma.08.rtf,ma-ma,1,0
P34,ma-ma.08.rtf,ma-ma,1,0
P35,ma-ma.08.rtf,ma-ma,1,0
P36,ma-ma.08.rtf,ma-ma,1,0
P37,ma-ma.08.rtf,ma-ma,1,552
P01,ma-ma.09.rtf,ma-ma,1,538
P02,ma-ma.09.rtf,ma-ma,1,0
P03,ma-ma.09.rtf,ma-ma,1,455
P04,ma-ma.09.rtf,ma-ma,1,830
P05,ma-ma.09.rtf,ma-ma,1,0
P07,ma-ma.09.rtf,ma-ma,1,0
P08,ma-ma.09.rtf,ma-ma,1,0
P09,ma-ma.09.rtf,ma-ma,1,254
P10,ma-ma.09.rtf,ma-ma,1,0
P11,ma-ma.09.rtf,ma-ma,1,92
P12,ma-ma.09.rtf,ma-ma,1,298
P13,ma-ma.09.rtf,ma-ma,1,93
P14,ma-ma.09.rtf,ma-ma,1,738
P15,ma-ma.09.rtf,ma-ma,1,371
P16,ma-ma.09.rtf,ma-ma,1,0
P17,ma-ma.09.rtf,ma-ma,1,0
P18,ma-ma.09.rtf,ma-ma,1,0
P19,ma-ma.09.rtf,ma-ma,1,449
P20,ma-ma.09.rtf,ma-ma,1,581
P21,ma-ma.09.rtf,ma-ma,1,391
P22,ma-ma.09.rtf,ma-ma,1,130
P23,ma-ma.09.rtf,ma-ma,1,448
P24,ma-ma.09.rtf,ma-ma,1,0
P25,ma-ma.09.rtf,ma-ma,1,1042
P26,ma-ma.09.rtf,ma-ma,1,0
P27,ma-ma.09.rtf,ma-ma,1,0
P28,ma-ma.09.rtf,ma-ma,1,249
P29,ma-ma.09.rtf,ma-ma,1,748
P30,ma-ma.09.rtf,ma-ma,1,450
P31,ma-ma.09.rtf,ma-ma,1,513
P32,ma-ma.09.rtf,ma-ma,1,347
P33,ma-ma.09.rtf,ma-ma,1,0
P34,ma-ma.09.rtf,ma-ma,1,127
P35,ma-ma.09.rtf,ma-ma,1,352
P36,ma-ma.09.rtf,ma-ma,1,0
P01,ma-ma.10.rtf,ma-ma,1,705
P02,ma-ma.10.rtf,ma-ma,1,699
P03,ma-ma.10.rtf,ma-ma,1,132
P04,ma-ma.10.rtf,ma-ma,1,58
P05,ma-ma.10.rtf,ma-ma,1,0
P06,ma-ma.10.rtf,ma-ma,1,293
P07,ma-ma.10.rtf,ma-ma,1,0
P08,ma-ma.10.rtf,ma-ma,1,0
P09,ma-ma.10.rtf,ma-ma,1,0
P10,ma-ma.10.rtf,ma-ma,1,132
P11,ma-ma.10.rtf,ma-ma,1,146
P12,ma-ma.10.rtf,ma-ma,1,396
P13,ma-ma.10.rtf,ma-ma,1,0
P14,ma-ma.10.rtf,ma-ma,1,1168
P15,ma-ma.10.rtf,ma-ma,1,943
P16,ma-ma.10.rtf,ma-ma,1,0
P17,ma-ma.10.rtf,ma-ma,1,0
P18,ma-ma.10.rtf,ma-ma,1,0
P19,ma-ma.10.rtf,ma-ma,1,0
P20,ma-ma.10.rtf,ma-ma,1,1090
P21,ma-ma.10.rtf,ma-ma,1,0
P22,ma-ma.10.rtf,ma-ma,1,0
P23,ma-ma.10.rtf,ma-ma,1,317
P24,ma-ma.10.rtf,ma-ma,1,352
P25,ma-ma.10.rtf,ma-ma,1,624
P26,ma-ma.10.rtf,ma-ma,1,493
P27,ma-ma.10.rtf,ma-ma,1,489
P28,ma-ma.10.rtf,ma-ma,1,122
P29,ma-ma.10.rtf,ma-ma,1,322
P30,ma-ma.10.rtf,ma-ma,1,542
P31,ma-ma.10.rtf,ma-ma,1,0
P32,ma-ma.10.rtf,ma-ma,1,391
P33,ma-ma.10.rtf,ma-ma,1,0
P34,ma-ma.10.rtf,ma-ma,1,0
P35,ma-ma.10.rtf,ma-ma,1,288
P36,ma-ma.10.rtf,ma-ma,1,0
P37,ma-ma.10.rtf,ma-ma,1,1051
P01,ma-ma.11.rtf,ma-ma,1,231
P02,ma-ma.11.rtf,ma-ma,1,0
P03,ma-ma.11.rtf,ma-ma,1,117
P04,ma-ma.11.rtf,ma-ma,1,0
P05,ma-ma.11.rtf,ma-ma,1,0
P06,ma-ma.11.rtf,ma-ma,1,318
P07,ma-ma.11.rtf,ma-ma,1,254
P08,ma-ma.11.rtf,ma-ma,1,0
P09,ma-ma.11.rtf,ma-ma,1,670
P10,ma-ma.11.rtf,ma-ma,1,53
P11,ma-ma.11.rtf,ma-ma,1,0
P12,ma-ma.11.rtf,ma-ma,1,135
P13,ma-ma.11.rtf,ma-ma,1,136
P15,ma-ma.11.rtf,ma-ma,1,347
P16,ma-ma.11.rtf,ma-ma,1,0
P17,ma-ma.11.rtf,ma-ma,1,435
P18,ma-ma.11.rtf,ma-ma,1,0
P19,ma-ma.11.rtf,ma-ma,1,674
P20,ma-ma.11.rtf,ma-ma,1,161
P21,ma-ma.11.rtf,ma-ma,1,743
P22,ma-ma.11.rtf,ma-ma,1,0
P23,ma-ma.11.rtf,ma-ma,1,337
P24,ma-ma.11.rtf,ma-ma,1,0
P25,ma-ma.11.rtf,ma-ma,1,196
P26,ma-ma.11.rtf,ma-ma,1,0
P27,ma-ma.11.rtf,ma-ma,1,356
P28,ma-ma.11.rtf,ma-ma,1,151
P29,ma-ma.11.rtf,ma-ma,1,425
P30,ma-ma.11.rtf,ma-ma,1,195
P31,ma-ma.11.rtf,ma-ma,1,0
P32,ma-ma.11.rtf,ma-ma,1,200
P33,ma-ma.11.rtf,ma-ma,1,0
P34,ma-ma.11.rtf,ma-ma,1,0
P35,ma-ma.11.rtf,ma-ma,1,165
P36,ma-ma.11.rtf,ma-ma,1,0
P37,ma-ma.11.rtf,ma-ma,1,190
P01,ma-ma.12.rtf,ma-ma,1,468
P02,ma-ma.12.rtf,ma-ma,1,0
P03,ma-ma.12.rtf,ma-ma,1,351
P04,ma-ma.12.rtf,ma-ma,1,0
P05,ma-ma.12.rtf,ma-ma,1,606
P06,ma-ma.12.rtf,ma-ma,1,465
P08,ma-ma.12.rtf,ma-ma,1,743
P09,ma-ma.12.rtf,ma-ma,1,757
P10,ma-ma.12.rtf,ma-ma,1,161
P11,ma-ma.12.rtf,ma-ma,1,616
P12,ma-ma.12.rtf,ma-ma,1,704
P13,ma-ma.12.rtf,ma-ma,1,0
P14,ma-ma.12.rtf,ma-ma,1,679
P15,ma-ma.12.rtf,ma-ma,1,709
P16,ma-ma.12.rtf,ma-ma,1,0
P17,ma-ma.12.rtf,ma-ma,1,0
P18,ma-ma.12.rtf,ma-ma,1,449
P19,ma-ma.12.rtf,ma-ma,1,562
P20,ma-ma.12.rtf,ma-ma,1,155
P21,ma-ma.12.rtf,ma-ma,1,909
P22,ma-ma.12.rtf,ma-ma,1,347
P23,ma-ma.12.rtf,ma-ma,1,422
P24,ma-ma.12.rtf,ma-ma,1,276
P25,ma-ma.12.rtf,ma-ma,1,533
P26,ma-ma.12.rtf,ma-ma,1,332
P27,ma-ma.12.rtf,ma-ma,1,498
P28,ma-ma.12.rtf,ma-ma,1,0
P30,ma-ma.12.rtf,ma-ma,1,455
P31,ma-ma.12.rtf,ma-ma,1,161
P32,ma-ma.12.rtf,ma-ma,1,161
P33,ma-ma.12.rtf,ma-ma,1,606
P34,ma-ma.12.rtf,ma-ma,1,0
P35,ma-ma.12.rtf,ma-ma,1,0
P36,ma-ma.12.rtf,ma-ma,1,0
P37,ma-ma.12.rtf,ma-ma,1,454
P01,ma-nma.01.rtf,ma-nma,1,614
P02,ma-nma.01.rtf,ma-nma,1,596
P03,ma-nma.01.rtf,ma-nma,1,625
P04,ma-nma.01.rtf,ma-nma,1,488
P05,ma-nma.01.rtf,ma-nma,1,161
P07,ma-nma.01.rtf,ma-nma,1,288
P08,ma-nma.01.rtf,ma-nma,1,0
P09,ma-nma.01.rtf,ma-nma,1,0
P10,ma-nma.01.rtf,ma-nma,1,0
P11,ma-nma.01.rtf,ma-nma,1,0
P12,ma-nma.01.rtf,ma-nma,1,484
P13,ma-nma.01.rtf,ma-nma,1,136
P14,ma-nma.01.rtf,ma-nma,1,327
P15,ma-nma.01.rtf,ma-nma,1,278
P16,ma-nma.01.rtf,ma-nma,1,0
P17,ma-nma.01.rtf,ma-nma,1,0
P18,ma-nma.01.rtf,ma-nma,1,0
P19,ma-nma.01.rtf,ma-nma,1,748
P20,ma-nma.01.rtf,ma-nma,1,161
P21,ma-nma.01.rtf,ma-nma,1,313
P22,ma-nma.01.rtf,ma-nma,1,0
P23,ma-nma.01.rtf,ma-nma,1,297
P24,ma-nma.01.rtf,ma-nma,1,256
P25,ma-nma.01.rtf,ma-nma,1,327
P26,ma-nma.01.rtf,ma-nma,1,0
P27,ma-nma.01.rtf,ma-nma,1,279
P28,ma-nma.01.rtf,ma-nma,1,107
P29,ma-nma.01.rtf,ma-nma,1,230
P30,ma-nma.01.rtf,ma-nma,1,528
P31,ma-nma.01.rtf,ma-nma,1,342
P32,ma-nma.01.rtf,ma-nma,1,0
P33,ma-nma.01.rtf,ma-nma,1,0
P34,ma-nma.01.rtf,ma-nma,1,0
P35,ma-nma.01.rtf,ma-nma,1,0
P36,ma-nma.01.rtf,ma-nma,1,0
P37,ma-nma.01.rtf,ma-nma,1,327
P01,ma-nma.02.rtf,ma-nma,1,458
P02,ma-nma.02.rtf,ma-nma,1,0
P03,ma-nma.02.rtf,ma-nma,1,0
P04,ma-nma.02.rtf,ma-nma,1,464
P05,ma-nma.02.rtf,ma-nma,1,0
P06,ma-nma.02.rtf,ma-nma,1,0
P07,ma-nma.02.rtf,ma-nma,1,0
P08,ma-nma.02.rtf,ma-nma,1,0
P09,ma-nma.02.rtf,ma-nma,1,0
P10,ma-nma.02.rtf,ma-nma,1,0
P11,ma-nma.02.rtf,ma-nma,1,210
P12,ma-nma.02.rtf,ma-nma,1,386
P13,ma-nma.02.rtf,ma-nma,1,220
P14,ma-nma.02.rtf,ma-nma,1,303
P16,ma-nma.02.rtf,ma-nma,1,0
P17,ma-nma.02.rtf,ma-nma,1,0
P18,ma-nma.02.rtf,ma-nma,1,371
P19,ma-nma.02.rtf,ma-nma,1,508
P20,ma-nma.02.rtf,ma-nma,1,137
P21,ma-nma.02.rtf,ma-nma,1,0
P22,ma-nma.02.rtf,ma-nma,1,0
P23,ma-nma.02.rtf,ma-nma,1,322
P24,ma-nma.02.rtf,ma-nma,1,151
P25,ma-nma.02.rtf,ma-nma,1,0
P26,ma-nma.02.rtf,ma-nma,1,251
P27,ma-nma.02.rtf,ma-nma,1,361
P28,ma-nma.02.rtf,ma-nma,1,395
P29,ma-nma.02.rtf,ma-nma,1,127
P30,ma-nma.02.rtf,ma-nma,1,0
P31,ma-nma.02.rtf,ma-nma,1,0
P32,ma-nma.02.rtf,ma-nma,1,665
P33,ma-nma.02.rtf,ma-nma,1,0
P34,ma-nma.02.rtf,ma-nma,1,0
P35,ma-nma.02.rtf,ma-nma,1,58
P36,ma-nma.02.rtf,ma-nma,1,0
P37,ma-nma.02.rtf,ma-nma,1,909
P01,ma-nma.03.rtf,ma-nma,1,231
P02,ma-nma.03.rtf,ma-nma,1,0
P03,ma-nma.03.rtf,ma-nma,1,601
P04,ma-nma.03.rtf,ma-nma,1,73
P05,ma-nma.03.rtf,ma-nma,1,0
P06,ma-nma.03.rtf,ma-nma,1,0
P07,ma-nma.03.rtf,ma-nma,1,0
P08,ma-nma.03.rtf,ma-nma,1,142
P09,ma-nma.03.rtf,ma-nma,1,259
P10,ma-nma.03.rtf,ma-nma,1,0
P11,ma-nma.03.rtf,ma-nma,1,0
P12,ma-nma.03.rtf,ma-nma,1,0
P13,ma-nma.03.rtf,ma-nma,1,161
P14,ma-nma.03.rtf,ma-nma,1,1100
P15,ma-nma.03.rtf,ma-nma,1,303
P16,ma-nma.03.rtf,ma-nma,1,0
P17,ma-nma.03.rtf,ma-nma,1,0
P18,ma-nma.03.rtf,ma-nma,1,0
P19,ma-nma.03.rtf,ma-nma,1,102
P20,ma-nma.03.rtf,ma-nma,1,0
P21,ma-nma.03.rtf,ma-nma,1,0
P22,ma-nma.03.rtf,ma-nma,1,0
P23,ma-nma.03.rtf,ma-nma,1,317
P24,ma-nma.03.rtf,ma-nma,1,251
P25,ma-nma.03.rtf,ma-nma,1,689
P26,ma-nma.03.rtf,ma-nma,1,367
P27,ma-nma.03.rtf,ma-nma,1,327
P28,ma-nma.03.rtf,ma-nma,1,454
P29,ma-nma.03.rtf,ma-nma,1,308
P30,ma-nma.03.rtf,ma-nma,1,625
P31,ma-nma.03.rtf,ma-nma,1,0
P32,ma-nma.03.rtf,ma-nma,1,0
P33,ma-nma.03.rtf,ma-nma,1,0
P34,ma-nma.03.rtf,ma-nma,1,0
P35,ma-nma.03.rtf,ma-nma,1,352
P36,ma-nma.03.rtf,ma-nma,1,0
P37,ma-nma.03.rtf,ma-nma,1,224
P01,ma-nma.04.rtf,ma-nma,1,231
P02,ma-nma.04.rtf,ma-nma,1,0
P03,ma-nma.04.rtf,ma-nma,1,151
P04,ma-nma.04.rtf,ma-nma,1,430
P05,ma-nma.04.rtf,ma-nma,1,343
P06,ma-nma.04.rtf,ma-nma,1,909
P07,ma-nma.04.rtf,ma-nma,1,205
P08,ma-nma.04.rtf,ma-nma,1,298
P09,ma-nma.04.rtf,ma-nma,1,229
P10,ma-nma.04.rtf,ma-nma,1,0
P11,ma-nma.04.rtf,ma-nma,1,185
P12,ma-nma.04.rtf,ma-nma,1,210
P13,ma-nma.04.rtf,ma-nma,1,0
P15,ma-nma.04.rtf,ma-nma,1,665
P16,ma-nma.04.rtf,ma-nma,1,0
P17,ma-nma.04.rtf,ma-nma,1,0
P18,ma-nma.04.rtf,ma-nma,1,488
P19,ma-nma.04.rtf,ma-nma,1,410
P20,ma-nma.04.rtf,ma-nma,1,0
P21,ma-nma.04.rtf,ma-nma,1,503
P22,ma-nma.04.rtf,ma-nma,1,236
P23,ma-nma.04.rtf,ma-nma,1,166
P24,ma-nma.04.rtf,ma-nma,1,499
P25,ma-nma.04.rtf,ma-nma,1,151
P26,ma-nma.04.rtf,ma-nma,1,951
