Participant,Stimulus,condition,semantic,RT
P16,ma-ma.02.rtf,ma-ma,1,59
P17,ma-ma.02.rtf,ma-ma,1,0
P18,ma-ma.02.rtf,ma-ma,1,205
P19,ma-ma.02.rtf,ma-ma,1,533
P20,ma-ma.02.rtf,ma-ma,1,640
P22,ma-ma.02.rtf,ma-ma,1,171
P23,ma-ma.02.rtf,ma-ma,1,1032
P24,ma-ma.02.rtf,ma-ma,1,412
P25,ma-ma.02.rtf,ma-ma,1,660
P26,ma-ma.02.rtf,ma-ma,1,614
P27,ma-ma.02.rtf,ma-ma,1,591
P28,ma-ma.02.rtf,ma-ma,1,200
P29,ma-ma.02.rtf,ma-ma,1,929
P30,ma-ma.02.rtf,ma-ma,1,602
P31,ma-ma.02.rtf,ma-ma,1,0
P32,ma-ma.02.rtf,ma-ma,1,606
P33,ma-ma.02.rtf,ma-ma,1,0
P34,ma-ma.02.rtf,ma-ma,1,0
P35,ma-ma.02.rtf,ma-ma,1,659
P36,ma-ma.02.rtf,ma-ma,1,0
P37,ma-ma.02.rtf,ma-ma,1,0
P01,ma-ma.03.rtf,ma-ma,1,327
P02,ma-ma.03.rtf,ma-ma,1,0
P03,ma-ma.03.rtf,ma-ma,1,0
P04,ma-ma.03.rtf,ma-ma,1,0
P05,ma-ma.03.rtf,ma-ma,1,127
P06,ma-ma.03.rtf,ma-ma,1,685
P07,ma-ma.03.rtf,ma-ma,1,190
P08,ma-ma.03.rtf,ma-ma,1,709
P09,ma-ma.03.rtf,ma-ma,1,166
P10,ma-ma.03.rtf,ma-ma,1,0
P11,ma-ma.03.rtf,ma-ma,1,1051
P12,ma-ma.03.rtf,ma-ma,1,714
P13,ma-ma.03.rtf,ma-ma,1,425
P16,ma-ma.03.rtf,ma-ma,1,0
P17,ma-ma.03.rtf,ma-ma,1,0
P18,ma-ma.03.rtf,ma-ma,1,361
P20,ma-ma.03.rtf,ma-ma,1,0
P21,ma-ma.03.rtf,ma-ma,1,195
P22,ma-ma.03.rtf,ma-ma,1,251
P23,ma-ma.03.rtf,ma-ma,1,1047
P24,ma-ma.03.rtf,ma-ma,1,659
P25,ma-ma.03.rtf,ma-ma,1,508
P26,ma-ma.03.rtf,ma-ma,1,805
P27,ma-ma.03.rtf,ma-ma,1,616
P28,ma-ma.03.rtf,ma-ma,1,631
P29,ma-ma.03.rtf,ma-ma,1,792
P30,ma-ma.03.rtf,ma-ma,1,0
P31,ma-ma.03.rtf,ma-ma,1,268
P33,ma-ma.03.rtf,ma-ma,1,0
P34,ma-ma.03.rtf,ma-ma,1,0
P35,ma-ma.03.rtf,ma-ma,1,200
P36,ma-ma.03.rtf,ma-ma,1,0
P37,ma-ma.03.rtf,ma-ma,1,316
P01,ma-ma.04.rtf,ma-ma,1,221
P02,ma-ma.04.rtf,ma-ma,1,679
P03,ma-ma.04.rtf,ma-ma,1,537
P04,ma-ma.04.rtf,ma-ma,1,317
P05,ma-ma.04.rtf,ma-ma,1,0
P07,ma-ma.04.rtf,ma-ma,1,0
P08,ma-ma.04.rtf,ma-ma,1,0
P09,ma-ma.04.rtf,ma-ma,1,0
P10,ma-ma.04.rtf,ma-ma,1,0
P11,ma-ma.04.rtf,ma-ma,1,484
P12,ma-ma.04.rtf,ma-ma,1,234
P13,ma-ma.04.rtf,ma-ma,1,630
P14,ma-ma.04.rtf,ma-ma,1,630
P15,ma-ma.04.rtf,ma-ma,1,1012
P16,ma-ma.04.rtf,ma-ma,1,0
P17,ma-ma.04.rtf,ma-ma,1,254
P18,ma-ma.04.rtf,ma-ma,1,171
P20,ma-ma.04.rtf,ma-ma,1,98
P21,ma-ma.04.rtf,ma-ma,1,674
P22,ma-ma.04.rtf,ma-ma,1,0
P23,ma-ma.04.rtf,ma-ma,1,830
P24,ma-ma.04.rtf,ma-ma,1,604
P25,ma-ma.04.rtf,ma-ma,1,135
P26,ma-ma.04.rtf,ma-ma,1,342
P27,ma-ma.04.rtf,ma-ma,1,0
P28,ma-ma.04.rtf,ma-ma,1,533
P29,ma-ma.04.rtf,ma-ma,1,420
P30,ma-ma.04.rtf,ma-ma,1,283
P31,ma-ma.04.rtf,ma-ma,1,469
P32,ma-ma.04.rtf,ma-ma,1,772
P33,ma-ma.04.rtf,ma-ma,1,0
P34,ma-ma.04.rtf,ma-ma,1,0
P35,ma-ma.04.rtf,ma-ma,1,264
P36,ma-ma.04.rtf,ma-ma,1,131
P37,ma-ma.04.rtf,ma-ma,1,469
P01,ma-ma.05.rtf,ma-ma,1,0
P02,ma-ma.05.rtf,ma-ma,1,1002
P03,ma-ma.05.rtf,ma-ma,1,58
P04,ma-ma.05.rtf,ma-ma,1,0
P05,ma-ma.05.rtf,ma-ma,1,287
P07,ma-ma.05.rtf,ma-ma,1,373
P08,ma-ma.05.rtf,ma-ma,1,1017
P09,ma-ma.05.rtf,ma-ma,1,288
P10,ma-ma.05.rtf,ma-ma,1,0
P11,ma-ma.05.rtf,ma-ma,1,0
P12,ma-ma.05.rtf,ma-ma,1,865
P13,ma-ma.05.rtf,ma-ma,1,229
P15,ma-ma.05.rtf,ma-ma,1,332
P16,ma-ma.05.rtf,ma-ma,1,0
P17,ma-ma.05.rtf,ma-ma,1,0
P18,ma-ma.05.rtf,ma-ma,1,259
P19,ma-ma.05.rtf,ma-ma,1,454
P20,ma-ma.05.rtf,ma-ma,1,224
P21,ma-ma.05.rtf,ma-ma,1,253
P22,ma-ma.05.rtf,ma-ma,1,548
P24,ma-ma.05.rtf,ma-ma,1,508
P25,ma-ma.05.rtf,ma-ma,1,679
P28,ma-ma.05.rtf,ma-ma,1,572
P29,ma-ma.05.rtf,ma-ma,1,689
P30,ma-ma.05.rtf,ma-ma,1,1030
P31,ma-ma.05.rtf,ma-ma,1,782
P32,ma-ma.05.rtf,ma-ma,1,943
P33,ma-ma.05.rtf,ma-ma,1,259
P34,ma-ma.05.rtf,ma-ma,1,0
P35,ma-ma.05.rtf,ma-ma,1,449
P36,ma-ma.05.rtf,ma-ma,1,317
P37,ma-ma.05.rtf,ma-ma,1,259
P01,ma-ma.06.rtf,ma-ma,1,533
P02,ma-ma.06.rtf,ma-ma,1,361
P03,ma-ma.06.rtf,ma-ma,1,0
P04,ma-ma.06.rtf,ma-ma,1,0
P05,ma-ma.06.rtf,ma-ma,1,1100
P07,ma-ma.06.rtf,ma-ma,1,645
P08,ma-ma.06.rtf,ma-ma,1,215
P09,ma-ma.06.rtf,ma-ma,1,928
P10,ma-ma.06.rtf,ma-ma,1,0
P11,ma-ma.06.rtf,ma-ma,1,0
P12,ma-ma.06.rtf,ma-ma,1,782
P13,ma-ma.06.rtf,ma-ma,1,528
P15,ma-ma.06.rtf,ma-ma,1,1158
P16,ma-ma.06.rtf,ma-ma,1,0
P17,ma-ma.06.rtf,ma-ma,1,219
P18,ma-ma.06.rtf,ma-ma,1,259
P19,ma-ma.06.rtf,ma-ma,1,606
P20,ma-ma.06.rtf,ma-ma,1,186
P21,ma-ma.06.rtf,ma-ma,1,586
P22,ma-ma.06.rtf,ma-ma,1,327
P23,ma-ma.06.rtf,ma-ma,1,654
P24,ma-ma.06.rtf,ma-ma,1,489
P25,ma-ma.06.rtf,ma-ma,1,614
P26,ma-ma.06.rtf,ma-ma,1,115
P27,ma-ma.06.rtf,ma-ma,1,625
P28,ma-ma.06.rtf,ma-ma,1,225
P30,ma-ma.06.rtf,ma-ma,1,542
P32,ma-ma.06.rtf,ma-ma,1,298
P33,ma-ma.06.rtf,ma-ma,1,0
P34,ma-ma.06.rtf,ma-ma,1,0
P35,ma-ma.06.rtf,ma-ma,1,625
P36,ma-ma.06.rtf,ma-ma,1,0
P37,ma-ma.06.rtf,ma-ma,1,513
P01,ma-ma.07.rtf,ma-ma,1,522
P02,ma-ma.07.rtf,ma-ma,1,0
P03,ma-ma.07.rtf,ma-ma,1,150
P04,ma-ma.07.rtf,ma-ma,1,0
P05,ma-ma.07.rtf,ma-ma,1,0
P06,ma-ma.07.rtf,ma-ma,1,788
P07,ma-ma.07.rtf,ma-ma,1,205
P08,ma-ma.07.rtf,ma-ma,1,0
P09,ma-ma.07.rtf,ma-ma,1,0
P10,ma-ma.07.rtf,ma-ma,1,210
P11,ma-ma.07.rtf,ma-ma,1,176
P12,ma-ma.07.rtf,ma-ma,1,801
P13,ma-ma.07.rtf,ma-ma,1,479
P14,ma-ma.07.rtf,ma-ma,1,948
P16,ma-ma.07.rtf,ma-ma,1,0
P17,ma-ma.07.rtf,ma-ma,1,176
P18,ma-ma.07.rtf,ma-ma,1,170
P19,ma-ma.07.rtf,ma-ma,1,278
P20,ma-ma.07.rtf,ma-ma,1,1188
P21,ma-ma.07.rtf,ma-ma,1,283
P23,ma-ma.07.rtf,ma-ma,1,231
P24,ma-ma.07.rtf,ma-ma,1,624
P25,ma-ma.07.rtf,ma-ma,1,271
P26,ma-ma.07.rtf,ma-ma,1,821
P27,ma-ma.07.rtf,ma-ma,1,127
P28,ma-ma.07.rtf,ma-ma,1,239
P29,ma-ma.07.rtf,ma-ma,1,528
P30,ma-ma.07.rtf,ma-ma,1,616
P31,ma-ma.07.rtf,ma-ma,1,58
P32,ma-ma.07.rtf,ma-ma,1,1139
P33,ma-ma.07.rtf,ma-ma,1,0
P34,ma-ma.07.rtf,ma-ma,1,0
P35,ma-ma.07.rtf,ma-ma,1,0
P36,ma-ma.07.rtf,ma-ma,1,249
P37,ma-ma.07.rtf,ma-ma,1,635
P01,ma-ma.08.rtf,ma-ma,1,549
P02,ma-ma.08.rtf,ma-ma,1,156
P03,ma-ma.08.rtf,ma-ma,1,166
P04,ma-ma.08.rtf,ma-ma,1,0
P05,ma-ma.08.rtf,ma-ma,1,0
P07,ma-ma.08.rtf,ma-ma,1,0
P08,ma-ma.08.rtf,ma-ma,1,1056
P09,ma-ma.08.rtf,ma-ma,1,0
P10,ma-ma.08.rtf,ma-ma,1,0
P11,ma-ma.08.rtf,ma-ma,1,586
P12,ma-ma.08.rtf,ma-ma,1,606
P13,ma-ma.08.rtf,ma-ma,1,0
P14,ma-ma.08.rtf,ma-ma,1,1051
P16,ma-ma.08.rtf,ma-ma,1,294
P17,ma-ma.08.rtf,ma-ma,1,0
P18,ma-ma.08.rtf,ma-ma,1,581
P19,ma-ma.08.rtf,ma-ma,1,0
P20,ma-ma.08.rtf,ma-ma,1,411
P21,ma-ma.08.rtf,ma-ma,1,694
P22,ma-ma.08.rtf,ma-ma,1,115
P24,ma-ma.08.rtf,ma-ma,1,211
P25,ma-ma.08.rtf,ma-ma,1,182
P26,ma-ma.08.rtf,ma-ma,1,372
P27,ma-ma.08.rtf,ma-ma,1,0
P28,ma-ma.08.rtf,ma-ma,1,1105
P29,ma-ma.08.rtf,ma-ma,1,489
P30,ma-ma.08.rtf,ma-ma,1,793
P31,ma-ma.08.rtf,ma-ma,1,210
P32,ma-ma.08.rtf,ma-ma,1,249
P33,ma-ma.08.rtf,ma-ma,1,0
P34,ma-ma.08.rtf,ma-ma,1,0
P35,ma-ma.08.rtf,ma-ma,1,68
P36,ma-ma.08.rtf,ma-ma,1,0
P37,ma-ma.08.rtf,ma-ma,1,871
P01,ma-ma.09.rtf,ma-ma,1,1065
P02,ma-ma.09.rtf,ma-ma,1,0
P03,ma-ma.09.rtf,ma-ma,1,63
P04,ma-ma.09.rtf,ma-ma,1,215
P05,ma-ma.09.rtf,ma-ma,1,0
P06,ma-ma.09.rtf,ma-ma,1,969
P07,ma-ma.09.rtf,ma-ma,1,0
P08,ma-ma.09.rtf,ma-ma,1,0
P09,ma-ma.09.rtf,ma-ma,1,537
P19,ma-ma.09.rtf,ma-ma,1,332
P21,ma-ma.09.rtf,ma-ma,1,704
P23,ma-ma.09.rtf,ma-ma,1,352
P25,ma-ma.09.rtf,ma-ma,1,105
P27,ma-ma.09.rtf,ma-ma,1,0
P29,ma-ma.09.rtf,ma-ma,1,884
P31,ma-ma.09.rtf,ma-ma,1,454
P33,ma-ma.09.rtf,ma-ma,1,0
P35,ma-ma.09.rtf,ma-ma,1,53
P37,ma-ma.09.rtf,ma-ma,1,836
P01,ma-ma.10.rtf,ma-ma,1,615
P02,ma-ma.10.rtf,ma-ma,1,479
P03,ma-ma.10.rtf,ma-ma,1,83
P04,ma-ma.10.rtf,ma-ma,1,435
P05,ma-ma.10.rtf,ma-ma,1,0
P07,ma-ma.10.rtf,ma-ma,1,0
P08,ma-ma.10.rtf,ma-ma,1,273
P09,ma-ma.10.rtf,ma-ma,1,171
P10,ma-ma.10.rtf,ma-ma,1,0
P11,ma-ma.10.rtf,ma-ma,1,0
P12,ma-ma.10.rtf,ma-ma,1,0
P13,ma-ma.10.rtf,ma-ma,1,0
P15,ma-ma.10.rtf,ma-ma,1,1027
P16,ma-ma.10.rtf,ma-ma,1,0
P17,ma-ma.10.rtf,ma-ma,1,0
P18,ma-ma.10.rtf,ma-ma,1,0
P19,ma-ma.10.rtf,ma-ma,1,391
P20,ma-ma.10.rtf,ma-ma,1,483
P22,ma-ma.10.rtf,ma-ma,1,0
P23,ma-ma.10.rtf,ma-ma,1,452
P24,ma-ma.10.rtf,ma-ma,1,936
P25,ma-ma.10.rtf,ma-ma,1,150
P26,ma-ma.10.rtf,ma-ma,1,427
P27,ma-ma.10.rtf,ma-ma,1,626
P28,ma-ma.10.rtf,ma-ma,1,601
P29,ma-ma.10.rtf,ma-ma,1,435
P30,ma-ma.10.rtf,ma-ma,1,127
P31,ma-ma.10.rtf,ma-ma,1,420
P33,ma-ma.10.rtf,ma-ma,1,0
P34,ma-ma.10.rtf,ma-ma,1,0
P35,ma-ma.10.rtf,ma-ma,1,141
P36,ma-ma.10.rtf,ma-ma,1,0
P37,ma-ma.10.rtf,ma-ma,1,1150
P01,ma-ma.11.rtf,ma-ma,1,171
P02,ma-ma.11.rtf,ma-ma,1,0
P03,ma-ma.11.rtf,ma-ma,1,0
P04,ma-ma.11.rtf,ma-ma,1,0
P05,ma-ma.11.rtf,ma-ma,1,0
P07,ma-ma.11.rtf,ma-ma,1,440
P08,ma-ma.11.rtf,ma-ma,1,0
P09,ma-ma.11.rtf,ma-ma,1,371
P10,ma-ma.11.rtf,ma-ma,1,0
P11,ma-ma.11.rtf,ma-ma,1,0
P12,ma-ma.11.rtf,ma-ma,1,630
P13,ma-ma.11.rtf,ma-ma,1,308
P16,ma-ma.11.rtf,ma-ma,1,97
P17,ma-ma.11.rtf,ma-ma,1,836
P18,ma-ma.11.rtf,ma-ma,1,635
P19,ma-ma.11.rtf,ma-ma,1,322
P20,ma-ma.11.rtf,ma-ma,1,410
P21,ma-ma.11.rtf,ma-ma,1,537
P22,ma-ma.11.rtf,ma-ma,1,0
P23,ma-ma.11.rtf,ma-ma,1,573
P24,ma-ma.11.rtf,ma-ma,1,347
P25,ma-ma.11.rtf,ma-ma,1,0
P26,ma-ma.11.rtf,ma-ma,1,679
P28,ma-ma.11.rtf,ma-ma,1,0
P29,ma-ma.11.rtf,ma-ma,1,484
P30,ma-ma.11.rtf,ma-ma,1,102
P31,ma-ma.11.rtf,ma-ma,1,660
P33,ma-ma.11.rtf,ma-ma,1,0
P34,ma-ma.11.rtf,ma-ma,1,0
P35,ma-ma.11.rtf,ma-ma,1,537
P36,ma-ma.11.rtf,ma-ma,1,410
P37,ma-ma.11.rtf,ma-ma,1,249
P01,ma-ma.12.rtf,ma-ma,1,543
P02,ma-ma.12.rtf,ma-ma,1,0
P03,ma-ma.12.rtf,ma-ma,1,151
P04,ma-ma.12.rtf,ma-ma,1,0
P05,ma-ma.12.rtf,ma-ma,1,357
P06,ma-ma.12.rtf,ma-ma,1,479
P07,ma-ma.12.rtf,ma-ma,1,0
P08,ma-ma.12.rtf,ma-ma,1,454
P09,ma-ma.12.rtf,ma-ma,1,831
P10,ma-ma.12.rtf,ma-ma,1,386
P11,ma-ma.12.rtf,ma-ma,1,0
P12,ma-ma.12.rtf,ma-ma,1,982
P13,ma-ma.12.rtf,ma-ma,1,503
P14,ma-ma.12.rtf,ma-ma,1,890
P15,ma-ma.12.rtf,ma-ma,1,1080
P16,ma-ma.12.rtf,ma-ma,1,0
P17,ma-ma.12.rtf,ma-ma,1,0
P18,ma-ma.12.rtf,ma-ma,1,758
P19,ma-ma.12.rtf,ma-ma,1,552
P20,ma-ma.12.rtf,ma-ma,1,146
P22,ma-ma.12.rtf,ma-ma,1,286
P23,ma-ma.12.rtf,ma-ma,1,704
P24,ma-ma.12.rtf,ma-ma,1,835
P25,ma-ma.12.rtf,ma-ma,1,453
P26,ma-ma.12.rtf,ma-ma,1,695
P27,ma-ma.12.rtf,ma-ma,1,782
P28,ma-ma.12.rtf,ma-ma,1,0
P30,ma-ma.12.rtf,ma-ma,1,347
P31,ma-ma.12.rtf,ma-ma,1,381
P32,ma-ma.12.rtf,ma-ma,1,626
P33,ma-ma.12.rtf,ma-ma,1,0
P34,ma-ma.12.rtf,ma-ma,1,0
P35,ma-ma.12.rtf,ma-ma,1,371
P36,ma-ma.12.rtf,ma-ma,1,0
P37,ma-ma.12.rtf,ma-ma,1,591
P01,ma-nma.01.rtf,ma-nma,1,372
P02,ma-nma.01.rtf,ma-nma,1,826
P03,ma-nma.01.rtf,ma-nma,1,215
P04,ma-nma.01.rtf,ma-nma,1,68
P05,ma-nma.01.rtf,ma-nma,1,283
P07,ma-nma.01.rtf,ma-nma,1,254
P08,ma-nma.01.rtf,ma-nma,1,132
P09,ma-nma.01.rtf,ma-nma,1,386
P10,ma-nma.01.rtf,ma-nma,1,0
P11,ma-nma.01.rtf,ma-nma,1,0
P12,ma-nma.01.rtf,ma-nma,1,679
P13,ma-nma.01.rtf,ma-nma,1,792
P14,ma-nma.01.rtf,ma-nma,1,264
P15,ma-nma.01.rtf,ma-nma,1,406
P16,ma-nma.01.rtf,ma-nma,1,0
P17,ma-nma.01.rtf,ma-nma,1,0
P18,ma-nma.01.rtf,ma-nma,1,0
P19,ma-nma.01.rtf,ma-nma,1,611
P20,ma-nma.01.rtf,ma-nma,1,429
P21,ma-nma.01.rtf,ma-nma,1,259
P22,ma-nma.01.rtf,ma-nma,1,0
P23,ma-nma.01.rtf,ma-nma,1,286
P24,ma-nma.01.rtf,ma-nma,1,357
P25,ma-nma.01.rtf,ma-nma,1,102
P26,ma-nma.01.rtf,ma-nma,1,382
P27,ma-nma.01.rtf,ma-nma,1,264
P28,ma-nma.01.rtf,ma-nma,1,167
P29,ma-nma.01.rtf,ma-nma,1,713
P30,ma-nma.01.rtf,ma-nma,1,0
P31,ma-nma.01.rtf,ma-nma,1,406
P32,ma-nma.01.rtf,ma-nma,1,0
P33,ma-nma.01.rtf,ma-nma,1,0
P34,ma-nma.01.rtf,ma-nma,1,0
P35,ma-nma.01.rtf,ma-nma,1,269
P36,ma-nma.01.rtf,ma-nma,1,0
P37,ma-nma.01.rtf,ma-nma,1,347
P01,ma-nma.02.rtf,ma-nma,1,473
P02,ma-nma.02.rtf,ma-nma,1,0
P03,ma-nma.02.rtf,ma-nma,1,68
P04,ma-nma.02.rtf,ma-nma,1,513
P05,ma-nma.02.rtf,ma-nma,1,0
P06,ma-nma.02.rtf,ma-nma,1,0
P07,ma-nma.02.rtf,ma-nma,1,0
P08,ma-nma.02.rtf,ma-nma,1,0
P09,ma-nma.02.rtf,ma-nma,1,0
P10,ma-nma.02.rtf,ma-nma,1,0
P11,ma-nma.02.rtf,ma-nma,1,127
P12,ma-nma.02.rtf,ma-nma,1,630
P13,ma-nma.02.rtf,ma-nma,1,357
P14,ma-nma.02.rtf,ma-nma,1,679
P16,ma-nma.02.rtf,ma-nma,1,0
P17,ma-nma.02.rtf,ma-nma,1,0
P18,ma-nma.02.rtf,ma-nma,1,132
P19,ma-nma.02.rtf,ma-nma,1,170
P21,ma-nma.02.rtf,ma-nma,1,88
P22,ma-nma.02.rtf,ma-nma,1,0
P23,ma-nma.02.rtf,ma-nma,1,337
P24,ma-nma.02.rtf,ma-nma,1,699
P25,ma-nma.02.rtf,ma-nma,1,0
P26,ma-nma.02.rtf,ma-nma,1,508
P27,ma-nma.02.rtf,ma-nma,1,210
P28,ma-nma.02.rtf,ma-nma,1,1100
P29,ma-nma.02.rtf,ma-nma,1,645
P30,ma-nma.02.rtf,ma-nma,1,303
P31,ma-nma.02.rtf,ma-nma,1,0
P32,ma-nma.02.rtf,ma-nma,1,948
P33,ma-nma.02.rtf,ma-nma,1,0
P34,ma-nma.02.rtf,ma-nma,1,0
P35,ma-nma.02.rtf,ma-nma,1,288
P36,ma-nma.02.rtf,ma-nma,1,0
P37,ma-nma.02.rtf,ma-nma,1,635
P01,ma-nma.03.rtf,ma-nma,1,257
P02,ma-nma.03.rtf,ma-nma,1,239
P03,ma-nma.03.rtf,ma-nma,1,532
P04,ma-nma.03.rtf,ma-nma,1,269
P05,ma-nma.03.rtf,ma-nma,1,0
P06,ma-nma.03.rtf,ma-nma,1,0
P07,ma-nma.03.rtf,ma-nma,1,0
P08,ma-nma.03.rtf,ma-nma,1,201
P09,ma-nma.03.rtf,ma-nma,1,347
P10,ma-nma.03.rtf,ma-nma,1,0
P11,ma-nma.03.rtf,ma-nma,1,381
P12,ma-nma.03.rtf,ma-nma,1,660
P13,ma-nma.03.rtf,ma-nma,1,723
P15,ma-nma.03.rtf,ma-nma,1,601
P16,ma-nma.03.rtf,ma-nma,1,0
P17,ma-nma.03.rtf,ma-nma,1,0
P18,ma-nma.03.rtf,ma-nma,1,210
P19,ma-nma.03.rtf,ma-nma,1,518
P20,ma-nma.03.rtf,ma-nma,1,342
P21,ma-nma.03.rtf,ma-nma,1,0
P22,ma-nma.03.rtf,ma-nma,1,191
P23,ma-nma.03.rtf,ma-nma,1,478
P24,ma-nma.03.rtf,ma-nma,1,236
P25,ma-nma.03.rtf,ma-nma,1,0
P26,ma-nma.03.rtf,ma-nma,1,367
P27,ma-nma.03.rtf,ma-nma,1,264
P28,ma-nma.03.rtf,ma-nma,1,1066
P29,ma-nma.03.rtf,ma-nma,1,1031
P30,ma-nma.03.rtf,ma-nma,1,650
P31,ma-nma.03.rtf,ma-nma,1,0
P33,ma-nma.03.rtf,ma-nma,1,0
P34,ma-nma.03.rtf,ma-nma,1,0
P35,ma-nma.03.rtf,ma-nma,1,439
P36,ma-nma.03.rtf,ma-nma,1,0
P37,ma-nma.03.rtf,ma-nma,1,298
P01,ma-nma.04.rtf,ma-nma,1,724
P02,ma-nma.04.rtf,ma-nma,1,0
P03,ma-nma.04.rtf,ma-nma,1,0
P04,ma-nma.04.rtf,ma-nma,1,195
P05,ma-nma.04.rtf,ma-nma,1,303
P06,ma-nma.04.rtf,ma-nma,1,1085
P07,ma-nma.04.rtf,ma-nma,1,615
P08,ma-nma.04.rtf,ma-nma,1,499
P09,ma-nma.04.rtf,ma-nma,1,234
P10,ma-nma.04.rtf,ma-nma,1,0
P11,ma-nma.04.rtf,ma-nma,1,205
P12,ma-nma.04.rtf,ma-nma,1,190
P13,ma-nma.04.rtf,ma-nma,1,0
P16,ma-nma.04.rtf,ma-nma,1,0
P17,ma-nma.04.rtf,ma-nma,1,0
P18,ma-nma.04.rtf,ma-nma,1,200
P20,ma-nma.04.rtf,ma-nma,1,121
P21,ma-nma.04.rtf,ma-nma,1,518
P22,ma-nma.04.rtf,ma-nma,1,130
P23,ma-nma.04.rtf,ma-nma,1,448
P24,ma-nma.04.rtf,ma-nma,1,719
P25,ma-nma.04.rtf,ma-nma,1,176
P27,ma-nma.04.rtf,ma-nma,1,239
P28,ma-nma.04.rtf,ma-nma,1,0
P29,ma-nma.04.rtf,ma-nma,1,518
P30,ma-nma.04.rtf,ma-nma,1,308
P31,ma-nma.04.rtf,ma-nma,1,269
P32,ma-nma.04.rtf,ma-nma,1,420
P33,ma-nma.04.rtf,ma-nma,1,0
P34,ma-nma.04.rtf,ma-nma,1,102
P35,ma-nma.04.rtf,ma-nma,1,444
P36,ma-nma.04.rtf,ma-nma,1,0
P37,ma-nma.04.rtf,ma-nma,1,723
P01,ma-nma.05.rtf,ma-nma,1,810
P02,ma-nma.05.rtf,ma-nma,1,0
P03,ma-nma.05.rtf,ma-nma,1,0
P04,ma-nma.05.rtf,ma-nma,1,0
P05,ma-nma.05.rtf,ma-nma,1,0
P06,ma-nma.05.rtf,ma-nma,1,660
P07,ma-nma.05.rtf,ma-nma,1,415
P08,ma-nma.05.rtf,ma-nma,1,347
P09,ma-nma.05.rtf,ma-nma,1,0
P10,ma-nma.05.rtf,ma-nma,1,171
P11,ma-nma.05.rtf,ma-nma,1,185
P12,ma-nma.05.rtf,ma-nma,1,127
P13,ma-nma.05.rtf,ma-nma,1,0
P15,ma-nma.05.rtf,ma-nma,1,269
P16,ma-nma.05.rtf,ma-nma,1,0
P17,ma-nma.05.rtf,ma-nma,1,0
P18,ma-nma.05.rtf,ma-nma,1,0
P19,ma-nma.05.rtf,ma-nma,1,523
P20,ma-nma.05.rtf,ma-nma,1,645
P21,ma-nma.05.rtf,ma-nma,1,0
P22,ma-nma.05.rtf,ma-nma,1,0
P23,ma-nma.05.rtf,ma-nma,1,493
P24,ma-nma.05.rtf,ma-nma,1,0
P25,ma-nma.05.rtf,ma-nma,1,166
P26,ma-nma.05.rtf,ma-nma,1,176
P27,ma-nma.05.rtf,ma-nma,1,748
P28,ma-nma.05.rtf,ma-nma,1,185
P30,ma-nma.05.rtf,ma-nma,1,479
