Stimulus,Participant,condition,semantic,RT
ma-ma.02.rtf,P24,ma-ma,1,186.3
ma-ma.02.rtf,P26,ma-ma,1,482.9
ma-ma.07.rtf,P03,ma-ma,1,0
ma-ma.07.rtf,P04,ma-ma,1,0
ma-ma.02.rtf,P28,ma-ma,1,318
ma-ma.02.rtf,P30,ma-ma,1,357
ma-ma.02.rtf,P32,ma-ma,1,758.3
ma-ma.02.rtf,P34,ma-ma,1,655.2
ma-ma.02.rtf,P36,ma-ma,1,171.2
ma-ma.03.rtf,P01,ma-ma,1,904.8
ma-ma.03.rtf,P02,ma-ma,1,254.3
ma-ma.03.rtf,P04,ma-ma,1,293.5
ma-ma.03.rtf,P05,ma-ma,1,364.2
ma-ma.03.rtf,P09,ma-ma,1,308.1
ma-ma.03.rtf,P19,ma-ma,1,332.3
ma-ma.07.rtf,P10,ma-ma,1,0
ma-ma.03.rtf,P21,ma-ma,1,264.1
ma-ma.03.rtf,P23,ma-ma,1,1011.3
ma-ma.03.rtf,P25,ma-ma,1,901.1
ma-ma.03.rtf,P27,ma-ma,1,238.4
ma-ma.07.rtf,P16,ma-ma,1,0
ma-ma.03.rtf,P31,ma-ma,1,327.6
ma-ma.03.rtf,P33,ma-ma,1,527.1
ma-ma.03.rtf,P35,ma-ma,1,278.8
ma-ma.03.rtf,P37,ma-ma,1,581.2
ma-ma.03.rtf,P10,ma-ma,1,171.8
ma-ma.03.rtf,P11,ma-ma,1,820.8
ma-ma.03.rtf,P12,ma-ma,1,252.7
ma-ma.03.rtf,P13,ma-ma,1,484.3
ma-ma.03.rtf,P14,ma-ma,1,1198.4
ma-ma.03.rtf,P15,ma-ma,1,1139.5
ma-ma.08.rtf,P03,ma-ma,1,0
ma-ma.03.rtf,P16,ma-ma,1,440.1
ma-ma.03.rtf,P17,ma-ma,1,185.8
ma-ma.03.rtf,P18,ma-ma,1,767.3
ma-ma.03.rtf,P20,ma-ma,1,229.7
ma-ma.08.rtf,P09,ma-ma,1,63.6
ma-ma.08.rtf,P17,ma-ma,1,0
ma-ma.03.rtf,P22,ma-ma,1,453
ma-ma.03.rtf,P24,ma-ma,1,761.7
ma-ma.03.rtf,P26,ma-ma,1,986.8
ma-ma.03.rtf,P28,ma-ma,1,102.7
ma-ma.03.rtf,P30,ma-ma,1,639.9
ma-ma.03.rtf,P32,ma-ma,1,958.2
ma-ma.03.rtf,P34,ma-ma,1,336.3
ma-ma.03.rtf,P36,ma-ma,1,174.2
ma-ma.04.rtf,P01,ma-ma,1,704.8
ma-ma.04.rtf,P02,ma-ma,1,894.4
ma-ma.04.rtf,P04,ma-ma,1,601.2
ma-ma.09.rtf,P03,ma-ma,1,0
ma-ma.04.rtf,P05,ma-ma,1,205.5
ma-ma.04.rtf,P07,ma-ma,1,176.1
ma-ma.04.rtf,P08,ma-ma,1,185.7
ma-ma.04.rtf,P09,ma-ma,1,528.1
ma-ma.09.rtf,P05,ma-ma,1,0
ma-ma.04.rtf,P19,ma-ma,1,288.6
ma-ma.04.rtf,P21,ma-ma,1,224.9
ma-ma.04.rtf,P23,ma-ma,1,538.6
ma-ma.04.rtf,P25,ma-ma,1,312.1
ma-ma.04.rtf,P27,ma-ma,1,141.9
ma-ma.04.rtf,P29,ma-ma,1,591.4
ma-ma.04.rtf,P31,ma-ma,1,332.7
ma-ma.04.rtf,P33,ma-ma,1,180.6
ma-ma.04.rtf,P35,ma-ma,1,434.6
ma-ma.04.rtf,P37,ma-ma,1,743.4
ma-ma.04.rtf,P10,ma-ma,1,219.9
ma-ma.04.rtf,P11,ma-ma,1,523.2
ma-ma.04.rtf,P12,ma-ma,1,239.6
ma-ma.04.rtf,P13,ma-ma,1,449.7
ma-ma.04.rtf,P14,ma-ma,1,176
ma-ma.04.rtf,P15,ma-ma,1,146.7
ma-ma.04.rtf,P16,ma-ma,1,88.1
ma-ma.04.rtf,P17,ma-ma,1,175.5
ma-ma.04.rtf,P18,ma-ma,1,381.7
ma-ma.04.rtf,P20,ma-ma,1,151.6
ma-ma.09.rtf,P27,ma-ma,1,0
ma-ma.04.rtf,P22,ma-ma,1,281.8
ma-ma.04.rtf,P24,ma-ma,1,291.6
ma-ma.04.rtf,P26,ma-ma,1,318.4
ma-ma.04.rtf,P28,ma-ma,1,298.3
ma-ma.04.rtf,P30,ma-ma,1,616.2
ma-ma.04.rtf,P32,ma-ma,1,415.2
ma-ma.04.rtf,P34,ma-ma,1,361.4
ma-ma.04.rtf,P36,ma-ma,1,283.8
ma-ma.05.rtf,P01,ma-ma,1,830.6
ma-ma.05.rtf,P03,ma-ma,1,166.4
ma-ma.05.rtf,P04,ma-ma,1,953.7
ma-ma.05.rtf,P05,ma-ma,1,396
ma-ma.05.rtf,P07,ma-ma,1,185.9
ma-ma.05.rtf,P08,ma-ma,1,674.3
ma-ma.05.rtf,P09,ma-ma,1,670.1
ma-ma.05.rtf,P19,ma-ma,1,156.5
ma-ma.05.rtf,P21,ma-ma,1,420.7
ma-ma.05.rtf,P25,ma-ma,1,836.6
ma-ma.05.rtf,P27,ma-ma,1,151.6
ma-ma.05.rtf,P29,ma-ma,1,543.9
ma-ma.05.rtf,P31,ma-ma,1,684.8
ma-ma.05.rtf,P33,ma-ma,1,459.7
ma-ma.05.rtf,P35,ma-ma,1,499
ma-ma.05.rtf,P37,ma-ma,1,195.7
ma-ma.05.rtf,P10,ma-ma,1,176.3
ma-ma.05.rtf,P11,ma-ma,1,538.1
ma-ma.05.rtf,P12,ma-ma,1,665.1
ma-ma.05.rtf,P13,ma-ma,1,314.2
ma-ma.05.rtf,P14,ma-ma,1,903.5
ma-ma.05.rtf,P15,ma-ma,1,150.4
ma-ma.05.rtf,P17,ma-ma,1,117.4
ma-ma.05.rtf,P18,ma-ma,1,846.2
ma-ma.05.rtf,P20,ma-ma,1,557.6
ma-ma.09.rtf,P31,ma-ma,1,78.1
ma-ma.05.rtf,P22,ma-ma,1,241.5
ma-ma.05.rtf,P24,ma-ma,1,367.6
ma-ma.05.rtf,P28,ma-ma,1,322.8
ma-ma.05.rtf,P30,ma-ma,1,927.7
ma-ma.05.rtf,P32,ma-ma,1,102.8
ma-ma.05.rtf,P34,ma-ma,1,229.9
ma-ma.05.rtf,P36,ma-ma,1,601.4
ma-ma.06.rtf,P01,ma-ma,1,911.1
ma-ma.06.rtf,P02,ma-ma,1,268.9
ma-ma.06.rtf,P03,ma-ma,1,180.9
ma-ma.06.rtf,P04,ma-ma,1,210.3
ma-ma.06.rtf,P07,ma-ma,1,596.6
ma-ma.06.rtf,P08,ma-ma,1,449.9
ma-ma.06.rtf,P09,ma-ma,1,493.8
ma-ma.06.rtf,P19,ma-ma,1,479.2
ma-ma.06.rtf,P21,ma-ma,1,752.9
ma-ma.06.rtf,P23,ma-ma,1,795.4
ma-ma.06.rtf,P27,ma-ma,1,444.9
ma-ma.09.rtf,P12,ma-ma,1,0
ma-ma.06.rtf,P29,ma-ma,1,635.7
ma-ma.06.rtf,P33,ma-ma,1,181
ma-ma.09.rtf,P36,ma-ma,1,0
ma-ma.06.rtf,P35,ma-ma,1,254.3
ma-ma.06.rtf,P37,ma-ma,1,963.6
ma-ma.06.rtf,P10,ma-ma,1,332.1
ma-ma.06.rtf,P11,ma-ma,1,350.9
ma-ma.06.rtf,P12,ma-ma,1,319.1
ma-ma.06.rtf,P13,ma-ma,1,694.6
ma-ma.06.rtf,P15,ma-ma,1,898.2
ma-ma.06.rtf,P16,ma-ma,1,277.2
ma-ma.06.rtf,P17,ma-ma,1,175.8
ma-ma.06.rtf,P18,ma-ma,1,224.5
ma-ma.06.rtf,P20,ma-ma,1,391.2
ma-ma.10.rtf,P02,ma-ma,1,0
ma-ma.10.rtf,P03,ma-ma,1,0
ma-ma.10.rtf,P05,ma-ma,1,0
ma-ma.06.rtf,P22,ma-ma,1,499.2
ma-ma.06.rtf,P24,ma-ma,1,221.6
ma-ma.06.rtf,P26,ma-ma,1,644.1
ma-ma.06.rtf,P28,ma-ma,1,684.8
ma-ma.06.rtf,P32,ma-ma,1,229.8
ma-ma.06.rtf,P34,ma-ma,1,102.8
ma-ma.06.rtf,P36,ma-ma,1,213.7
ma-ma.07.rtf,P02,ma-ma,1,317.9
ma-ma.07.rtf,P05,ma-ma,1,151.6
ma-ma.07.rtf,P06,ma-ma,1,796.5
ma-ma.07.rtf,P07,ma-ma,1,210.2
ma-ma.07.rtf,P08,ma-ma,1,400.9
ma-ma.07.rtf,P09,ma-ma,1,210.2
ma-ma.07.rtf,P19,ma-ma,1,396.2
ma-ma.07.rtf,P21,ma-ma,1,410.9
ma-ma.07.rtf,P23,ma-ma,1,291.9
ma-ma.07.rtf,P25,ma-ma,1,488.5
ma-ma.07.rtf,P27,ma-ma,1,151.5
ma-ma.07.rtf,P29,ma-ma,1,410.7
ma-ma.07.rtf,P31,ma-ma,1,317.9
ma-ma.07.rtf,P33,ma-ma,1,166.9
ma-ma.07.rtf,P35,ma-ma,1,210.2
ma-ma.07.rtf,P37,ma-ma,1,313
ma-ma.07.rtf,P11,ma-ma,1,376.7
ma-ma.07.rtf,P12,ma-ma,1,209.4
ma-ma.07.rtf,P13,ma-ma,1,293.6
ma-ma.07.rtf,P14,ma-ma,1,171.3
ma-ma.07.rtf,P15,ma-ma,1,684.4
ma-ma.07.rtf,P17,ma-ma,1,170.2
ma-ma.10.rtf,P07,ma-ma,1,0
ma-ma.07.rtf,P20,ma-ma,1,210.3
ma-ma.07.rtf,P22,ma-ma,1,144.7
ma-ma.07.rtf,P24,ma-ma,1,181.2
ma-ma.07.rtf,P26,ma-ma,1,579
ma-ma.07.rtf,P28,ma-ma,1,92.7
ma-ma.07.rtf,P30,ma-ma,1,855.8
ma-ma.07.rtf,P32,ma-ma,1,410.7
ma-ma.07.rtf,P34,ma-ma,1,679.9
ma-ma.07.rtf,P36,ma-ma,1,352
ma-ma.08.rtf,P01,ma-ma,1,765.1
ma-ma.08.rtf,P02,ma-ma,1,141.7
ma-ma.08.rtf,P04,ma-ma,1,371.7
ma-ma.08.rtf,P05,ma-ma,1,190.6
ma-ma.08.rtf,P06,ma-ma,1,410.6
ma-ma.08.rtf,P07,ma-ma,1,146.9
ma-ma.08.rtf,P08,ma-ma,1,268.6
ma-ma.08.rtf,P19,ma-ma,1,234.8
ma-ma.08.rtf,P25,ma-ma,1,849.3
ma-ma.08.rtf,P27,ma-ma,1,151.6
ma-ma.08.rtf,P29,ma-ma,1,220.1
ma-ma.08.rtf,P31,ma-ma,1,285.2
ma-ma.08.rtf,P33,ma-ma,1,296.6
ma-ma.10.rtf,P08,ma-ma,1,0
ma-ma.08.rtf,P35,ma-ma,1,401.2
ma-ma.08.rtf,P37,ma-ma,1,829.2
ma-ma.08.rtf,P10,ma-ma,1,269.1
ma-ma.08.rtf,P11,ma-ma,1,653.3
ma-ma.08.rtf,P12,ma-ma,1,296.2
ma-ma.08.rtf,P13,ma-ma,1,282.4
ma-ma.08.rtf,P14,ma-ma,1,710
ma-ma.10.rtf,P27,ma-ma,1,0
ma-ma.08.rtf,P15,ma-ma,1,764.5
ma-ma.08.rtf,P16,ma-ma,1,400.4
ma-ma.08.rtf,P18,ma-ma,1,176.2
ma-ma.08.rtf,P20,ma-ma,1,561.6
ma-ma.08.rtf,P22,ma-ma,1,341.3
ma-ma.08.rtf,P24,ma-ma,1,176.2
ma-ma.08.rtf,P26,ma-ma,1,342.3
ma-ma.08.rtf,P28,ma-ma,1,433.5
ma-ma.08.rtf,P32,ma-ma,1,473.5
ma-ma.08.rtf,P34,ma-ma,1,234.8
ma-ma.08.rtf,P36,ma-ma,1,179.4
ma-ma.09.rtf,P01,ma-ma,1,144
ma-ma.09.rtf,P02,ma-ma,1,132.2
ma-ma.09.rtf,P04,ma-ma,1,1162.3
ma-ma.09.rtf,P07,ma-ma,1,136.9
ma-ma.10.rtf,P22,ma-ma,1,0
ma-ma.09.rtf,P08,ma-ma,1,287.6
ma-ma.09.rtf,P09,ma-ma,1,733.5
ma-ma.09.rtf,P19,ma-ma,1,166.3
ma-ma.09.rtf,P21,ma-ma,1,570.4
ma-ma.09.rtf,P23,ma-ma,1,911.2
ma-ma.09.rtf,P25,ma-ma,1,538.6
ma-ma.09.rtf,P29,ma-ma,1,386.3
ma-ma.09.rtf,P33,ma-ma,1,243.1
ma-ma.09.rtf,P35,ma-ma,1,376.5
ma-ma.09.rtf,P37,ma-ma,1,390
ma-ma.09.rtf,P10,ma-ma,1,210.3
ma-ma.09.rtf,P11,ma-ma,1,396.2
ma-ma.09.rtf,P13,ma-ma,1,166.3
ma-ma.10.rtf,P36,ma-ma,1,0
ma-ma.11.rtf,P03,ma-ma,1,0
ma-ma.09.rtf,P14,ma-ma,1,557.5
ma-ma.09.rtf,P15,ma-ma,1,611.2
ma-ma.09.rtf,P16,ma-ma,1,327.7
ma-ma.09.rtf,P17,ma-ma,1,176.1
ma-ma.09.rtf,P18,ma-ma,1,308.2
ma-ma.09.rtf,P20,ma-ma,1,865.6
ma-ma.09.rtf,P22,ma-ma,1,470.6
ma-ma.09.rtf,P24,ma-ma,1,181.2
ma-ma.09.rtf,P26,ma-ma,1,583.8
ma-ma.09.rtf,P28,ma-ma,1,405.9
ma-ma.09.rtf,P30,ma-ma,1,777.3
ma-ma.09.rtf,P32,ma-ma,1,523.3
ma-ma.09.rtf,P34,ma-ma,1,259
ma-ma.10.rtf,P01,ma-ma,1,402.7
ma-ma.10.rtf,P04,ma-ma,1,371.7
ma-ma.10.rtf,P09,ma-ma,1,181
ma-ma.11.rtf,P05,ma-ma,1,0
ma-ma.11.rtf,P17,ma-ma,1,0
ma-ma.10.rtf,P19,ma-ma,1,332.5
ma-ma.12.rtf,P16,ma-ma,1,0
ma-ma.12.rtf,P17,ma-ma,1,0
ma-ma.12.rtf,P28,ma-ma,1,0
ma-ma.10.rtf,P21,ma-ma,1,469.4
ma-ma.10.rtf,P23,ma-ma,1,445.7
ma-ma.10.rtf,P25,ma-ma,1,437.9
ma-ma.10.rtf,P29,ma-ma,1,102.7
ma-ma.10.rtf,P31,ma-ma,1,386.3
ma-nma.01.rtf,P03,ma-nma,1,78.4
ma-ma.10.rtf,P33,ma-ma,1,352.2
ma-ma.10.rtf,P35,ma-ma,1,151.5
ma-ma.10.rtf,P37,ma-ma,1,312.6
ma-ma.10.rtf,P10,ma-ma,1,166.2
ma-ma.10.rtf,P11,ma-ma,1,528.3
ma-ma.10.rtf,P12,ma-ma,1,361.9
ma-ma.10.rtf,P13,ma-ma,1,210.2
ma-nma.02.rtf,P03,ma-nma,1,0
ma-ma.10.rtf,P14,ma-ma,1,302.9
ma-ma.10.rtf,P15,ma-ma,1,239.6
ma-ma.10.rtf,P16,ma-ma,1,151.6
ma-ma.10.rtf,P17,ma-ma,1,181
ma-ma.10.rtf,P18,ma-ma,1,278.7
ma-nma.02.rtf,P27,ma-nma,1,0
ma-ma.10.rtf,P20,ma-ma,1,601.7
ma-ma.10.rtf,P24,ma-ma,1,417.7
ma-ma.10.rtf,P26,ma-ma,1,156.1
ma-ma.10.rtf,P28,ma-ma,1,396.7
ma-ma.10.rtf,P30,ma-ma,1,630.9
ma-ma.10.rtf,P32,ma-ma,1,821.5
ma-ma.10.rtf,P34,ma-ma,1,249.5
ma-ma.11.rtf,P01,ma-ma,1,624.3
ma-ma.11.rtf,P02,ma-ma,1,181
ma-ma.11.rtf,P04,ma-ma,1,332.7
ma-nma.02.rtf,P17,ma-nma,1,0
ma-nma.03.rtf,P03,ma-nma,1,0
ma-ma.11.rtf,P06,ma-ma,1,816.8
ma-ma.11.rtf,P07,ma-ma,1,581.7
ma-ma.11.rtf,P08,ma-ma,1,112.5
ma-ma.11.rtf,P09,ma-ma,1,317.8
ma-ma.11.rtf,P19,ma-ma,1,777.4
ma-nma.03.rtf,P04,ma-nma,1,63.9
ma-ma.11.rtf,P21,ma-ma,1,870.7
ma-ma.11.rtf,P25,ma-ma,1,598.9
ma-ma.11.rtf,P27,ma-ma,1,376.4
ma-nma.03.rtf,P05,ma-nma,1,0
ma-ma.11.rtf,P29,ma-ma,1,887.2
ma-ma.11.rtf,P31,ma-ma,1,401.1
ma-ma.11.rtf,P33,ma-ma,1,263.3
ma-ma.11.rtf,P35,ma-ma,1,410.6
ma-ma.11.rtf,P37,ma-ma,1,405.9
ma-ma.11.rtf,P10,ma-ma,1,215.1
ma-ma.11.rtf,P11,ma-ma,1,537.6
ma-nma.03.rtf,P36,ma-nma,1,0
ma-ma.11.rtf,P12,ma-ma,1,219.9
ma-ma.11.rtf,P13,ma-ma,1,464.5
ma-ma.11.rtf,P14,ma-ma,1,1070.9
ma-ma.11.rtf,P15,ma-ma,1,694.5
ma-ma.11.rtf,P16,ma-ma,1,293.4
ma-ma.11.rtf,P18,ma-ma,1,112.4
ma-ma.11.rtf,P20,ma-ma,1,489.1
ma-ma.11.rtf,P22,ma-ma,1,196.3
ma-ma.11.rtf,P24,ma-ma,1,623.9
ma-ma.11.rtf,P26,ma-ma,1,614.1
ma-ma.11.rtf,P28,ma-ma,1,110.2
ma-ma.11.rtf,P30,ma-ma,1,870.3
ma-ma.11.rtf,P32,ma-ma,1,493.1
ma-ma.11.rtf,P34,ma-ma,1,229.9
ma-ma.11.rtf,P36,ma-ma,1,195.7
ma-ma.12.rtf,P01,ma-ma,1,584.1
ma-ma.12.rtf,P02,ma-ma,1,156.5
ma-ma.12.rtf,P03,ma-ma,1,132
ma-ma.12.rtf,P04,ma-ma,1,283.7
ma-ma.12.rtf,P05,ma-ma,1,420.5
ma-ma.12.rtf,P06,ma-ma,1,210.2
ma-ma.12.rtf,P07,ma-ma,1,455
ma-ma.12.rtf,P08,ma-ma,1,739.4
ma-ma.12.rtf,P09,ma-ma,1,185.8
ma-ma.12.rtf,P19,ma-ma,1,370.5
ma-ma.12.rtf,P21,ma-ma,1,459.9
ma-ma.12.rtf,P23,ma-ma,1,352.6
ma-ma.12.rtf,P25,ma-ma,1,926.3
ma-ma.12.rtf,P27,ma-ma,1,122.2
ma-ma.12.rtf,P29,ma-ma,1,966.8
ma-ma.12.rtf,P31,ma-ma,1,577.1
ma-ma.12.rtf,P33,ma-ma,1,166.3
ma-ma.12.rtf,P35,ma-ma,1,214.4
ma-ma.12.rtf,P37,ma-ma,1,401
ma-ma.12.rtf,P10,ma-ma,1,156.4
ma-nma.04.rtf,P13,ma-nma,1,0
ma-nma.04.rtf,P17,ma-nma,1,0
ma-ma.12.rtf,P11,ma-ma,1,738.4
ma-ma.12.rtf,P12,ma-ma,1,166.2
ma-ma.12.rtf,P13,ma-ma,1,215.1
ma-ma.12.rtf,P14,ma-ma,1,963.8
ma-ma.12.rtf,P15,ma-ma,1,522.7
ma-ma.12.rtf,P18,ma-ma,1,249.4
ma-ma.12.rtf,P20,ma-ma,1,215.1
ma-ma.12.rtf,P22,ma-ma,1,196.4
ma-ma.12.rtf,P24,ma-ma,1,468.1
ma-ma.12.rtf,P26,ma-ma,1,683.8
ma-ma.12.rtf,P30,ma-ma,1,196.6
ma-ma.12.rtf,P32,ma-ma,1,489.4
ma-ma.12.rtf,P34,ma-ma,1,205.3
ma-ma.12.rtf,P36,ma-ma,1,150.9
ma-nma.01.rtf,P01,ma-nma,1,810.5
ma-nma.01.rtf,P02,ma-nma,1,611.2
ma-nma.04.rtf,P28,ma-nma,1,58.7
ma-nma.01.rtf,P04,ma-nma,1,371.7
ma-nma.01.rtf,P05,ma-nma,1,278.8
ma-nma.01.rtf,P07,ma-nma,1,225
ma-nma.01.rtf,P08,ma-nma,1,352.1
ma-nma.01.rtf,P09,ma-nma,1,449.9
ma-nma.01.rtf,P19,ma-nma,1,714
ma-nma.01.rtf,P21,ma-nma,1,968.2
ma-nma.01.rtf,P23,ma-nma,1,463
ma-nma.01.rtf,P25,ma-nma,1,463
ma-nma.01.rtf,P27,ma-nma,1,136.9
ma-nma.01.rtf,P29,ma-nma,1,650.6
ma-nma.01.rtf,P31,ma-nma,1,337.3
ma-nma.01.rtf,P33,ma-nma,1,210.2
ma-nma.01.rtf,P35,ma-nma,1,538
ma-nma.01.rtf,P37,ma-nma,1,283.6
ma-nma.01.rtf,P10,ma-nma,1,327.7
ma-nma.01.rtf,P11,ma-nma,1,730.6
ma-nma.05.rtf,P03,ma-nma,1,0
ma-nma.05.rtf,P28,ma-nma,1,73.2
ma-nma.05.rtf,P36,ma-nma,1,0
ma-nma.01.rtf,P12,ma-nma,1,254.2
ma-nma.01.rtf,P13,ma-nma,1,190.7
ma-nma.06.rtf,P17,ma-nma,1,0
ma-nma.01.rtf,P14,ma-nma,1,308.2
ma-nma.01.rtf,P15,ma-nma,1,469.4
ma-nma.01.rtf,P16,ma-nma,1,138.9
ma-nma.01.rtf,P17,ma-nma,1,176
ma-nma.07.rtf,P03,ma-nma,1,0
ma-nma.01.rtf,P18,ma-nma,1,596.8
ma-nma.01.rtf,P20,ma-nma,1,677.9
ma-nma.01.rtf,P22,ma-nma,1,272
ma-nma.01.rtf,P24,ma-nma,1,171.2
ma-nma.01.rtf,P26,ma-nma,1,352.4
ma-nma.01.rtf,P28,ma-nma,1,269
ma-nma.01.rtf,P30,ma-nma,1,699.3
ma-nma.09.rtf,P03,ma-nma,1,63.6
ma-nma.01.rtf,P32,ma-nma,1,269.1
ma-nma.09.rtf,P05,ma-nma,1,0
ma-nma.01.rtf,P34,ma-nma,1,190.7
ma-nma.01.rtf,P36,ma-nma,1,171.2
ma-nma.02.rtf,P02,ma-nma,1,225
ma-nma.02.rtf,P04,ma-nma,1,615.9
ma-nma.02.rtf,P05,ma-nma,1,92.9
ma-nma.02.rtf,P06,ma-nma,1,1159
ma-nma.02.rtf,P07,ma-nma,1,190.6
ma-nma.09.rtf,P17,ma-nma,1,0
ma-nma.02.rtf,P08,ma-nma,1,268.9
ma-nma.10.rtf,P20,ma-nma,1,0
ma-nma.02.rtf,P09,ma-nma,1,215.2
ma-nma.02.rtf,P19,ma-nma,1,557.6
ma-nma.02.rtf,P21,ma-nma,1,381.4
ma-nma.02.rtf,P23,ma-nma,1,679.7
ma-nma.02.rtf,P25,ma-nma,1,468.4
ma-nma.10.rtf,P22,ma-nma,1,55.4
ma-nma.02.rtf,P29,ma-nma,1,499.1
ma-nma.02.rtf,P31,ma-nma,1,166.3
ma-nma.02.rtf,P33,ma-nma,1,215.2
ma-nma.02.rtf,P35,ma-nma,1,640.7
ma-nma.02.rtf,P37,ma-nma,1,772.6
ma-nma.02.rtf,P10,ma-nma,1,185.9
ma-nma.02.rtf,P11,ma-nma,1,517.9
ma-nma.02.rtf,P12,ma-nma,1,679.4
ma-nma.02.rtf,P13,ma-nma,1,376.8
ma-nma.02.rtf,P14,ma-nma,1,171.2
ma-nma.02.rtf,P15,ma-nma,1,929
ma-nma.02.rtf,P16,ma-nma,1,146.7
ma-nma.02.rtf,P18,ma-nma,1,278.8
ma-nma.02.rtf,P22,ma-nma,1,181.4
ma-nma.02.rtf,P24,ma-nma,1,528.7
ma-nma.02.rtf,P26,ma-nma,1,302.4
ma-nma.02.rtf,P28,ma-nma,1,621.1
ma-nma.11.rtf,P03,ma-nma,1,78.3
ma-nma.02.rtf,P30,ma-nma,1,846.3
ma-nma.02.rtf,P32,ma-nma,1,1134.5
ma-nma.02.rtf,P34,ma-nma,1,278.7
ma-nma.02.rtf,P36,ma-nma,1,161.5
ma-nma.03.rtf,P01,ma-nma,1,961.3
ma-nma.03.rtf,P02,ma-nma,1,391.4
ma-nma.03.rtf,P06,ma-nma,1,214.9
ma-nma.03.rtf,P07,ma-nma,1,151.7
ma-nma.03.rtf,P08,ma-nma,1,528.3
ma-nma.03.rtf,P09,ma-nma,1,244.6
ma-nma.11.rtf,P13,ma-nma,1,0
ma-nma.03.rtf,P19,ma-nma,1,498.8
ma-nma.03.rtf,P21,ma-nma,1,386.5
ma-nma.03.rtf,P23,ma-nma,1,977.7
ma-nma.03.rtf,P25,ma-nma,1,976.7
ma-nma.03.rtf,P27,ma-nma,1,166.4
