Participant,Stimulus,condition,parallel,semantic,RT
P09,ma-ma.03.rtf,ma-ma,2,1,0
P10,ma-ma.03.rtf,ma-ma,2,1,0
P11,ma-ma.03.rtf,ma-ma,2,1,0
P12,ma-ma.03.rtf,ma-ma,2,1,0
P13,ma-ma.03.rtf,ma-ma,2,1,0
P14,ma-ma.03.rtf,ma-ma,2,1,0
P15,ma-ma.03.rtf,ma-ma,2,1,0
P16,ma-ma.03.rtf,ma-ma,2,1,0
P17,ma-ma.03.rtf,ma-ma,2,1,0
P18,ma-ma.03.rtf,ma-ma,2,1,0
P19,ma-ma.03.rtf,ma-ma,2,1,0
P20,ma-ma.03.rtf,ma-ma,2,1,0
P21,ma-ma.03.rtf,ma-ma,2,1,0
P22,ma-ma.03.rtf,ma-ma,2,1,0
P23,ma-ma.03.rtf,ma-ma,2,1,0
P24,ma-ma.03.rtf,ma-ma,2,1,0
P25,ma-ma.03.rtf,ma-ma,2,1,0
P26,ma-ma.03.rtf,ma-ma,2,1,0
P27,ma-ma.03.rtf,ma-ma,2,1,0
P28,ma-ma.03.rtf,ma-ma,2,1,0
P29,ma-ma.03.rtf,ma-ma,2,1,0
P30,ma-ma.03.rtf,ma-ma,2,1,0
P31,ma-ma.03.rtf,ma-ma,2,1,0
P32,ma-ma.03.rtf,ma-ma,2,1,0
P33,ma-ma.03.rtf,ma-ma,2,1,0
P34,ma-ma.03.rtf,ma-ma,2,1,0
P35,ma-ma.03.rtf,ma-ma,2,1,0
P36,ma-ma.03.rtf,ma-ma,2,1,0
P37,ma-ma.03.rtf,ma-ma,2,1,0
P01,ma-ma.04.rtf,ma-ma,2,1,0
P02,ma-ma.04.rtf,ma-ma,2,1,0
P03,ma-ma.04.rtf,ma-ma,2,1,0
P04,ma-ma.04.rtf,ma-ma,2,1,0
P05,ma-ma.04.rtf,ma-ma,2,1,0
P06,ma-ma.04.rtf,ma-ma,2,1,0
P07,ma-ma.04.rtf,ma-ma,2,1,0
P08,ma-ma.04.rtf,ma-ma,2,1,0
P09,ma-ma.04.rtf,ma-ma,2,1,0
P10,ma-ma.04.rtf,ma-ma,2,1,0
P11,ma-ma.04.rtf,ma-ma,2,1,0
P12,ma-ma.04.rtf,ma-ma,2,1,0
P13,ma-ma.04.rtf,ma-ma,2,1,0
P14,ma-ma.04.rtf,ma-ma,2,1,0
P15,ma-ma.04.rtf,ma-ma,2,1,0
P16,ma-ma.04.rtf,ma-ma,2,1,0
P17,ma-ma.04.rtf,ma-ma,2,1,0
P18,ma-ma.04.rtf,ma-ma,2,1,0
P19,ma-ma.04.rtf,ma-ma,2,1,0
P20,ma-ma.04.rtf,ma-ma,2,1,0
P21,ma-ma.04.rtf,ma-ma,2,1,0
P22,ma-ma.04.rtf,ma-ma,2,1,0
P23,ma-ma.04.rtf,ma-ma,2,1,0
P24,ma-ma.04.rtf,ma-ma,2,1,0
P25,ma-ma.04.rtf,ma-ma,2,1,0
P26,ma-ma.04.rtf,ma-ma,2,1,0
P27,ma-ma.04.rtf,ma-ma,2,1,0
P28,ma-ma.04.rtf,ma-ma,2,1,0
P29,ma-ma.04.rtf,ma-ma,2,1,0
P30,ma-ma.04.rtf,ma-ma,2,1,0
P31,ma-ma.04.rtf,ma-ma,2,1,0
P32,ma-ma.04.rtf,ma-ma,2,1,0
P33,ma-ma.04.rtf,ma-ma,2,1,0
P34,ma-ma.04.rtf,ma-ma,2,1,0
P35,ma-ma.04.rtf,ma-ma,2,1,0
P36,ma-ma.04.rtf,ma-ma,2,1,0
P37,ma-ma.04.rtf,ma-ma,2,1,0
P01,ma-ma.05.rtf,ma-ma,2,1,0
P02,ma-ma.05.rtf,ma-ma,2,1,0
P03,ma-ma.05.rtf,ma-ma,2,1,0
P04,ma-ma.05.rtf,ma-ma,2,1,0
P05,ma-ma.05.rtf,ma-ma,2,1,0
P06,ma-ma.05.rtf,ma-ma,2,1,0
P07,ma-ma.05.rtf,ma-ma,2,1,0
P08,ma-ma.05.rtf,ma-ma,2,1,0
P09,ma-ma.05.rtf,ma-ma,2,1,0
P10,ma-ma.05.rtf,ma-ma,2,1,0
P11,ma-ma.05.rtf,ma-ma,2,1,0
P12,ma-ma.05.rtf,ma-ma,2,1,0
P13,ma-ma.05.rtf,ma-ma,2,1,0
P14,ma-ma.05.rtf,ma-ma,2,1,0
P15,ma-ma.05.rtf,ma-ma,2,1,0
P16,ma-ma.05.rtf,ma-ma,2,1,0
P17,ma-ma.05.rtf,ma-ma,2,1,0
P18,ma-ma.05.rtf,ma-ma,2,1,0
P19,ma-ma.05.rtf,ma-ma,2,1,0
P20,ma-ma.05.rtf,ma-ma,2,1,0
P21,ma-ma.05.rtf,ma-ma,2,1,0
P22,ma-ma.05.rtf,ma-ma,2,1,0
P23,ma-ma.05.rtf,ma-ma,2,1,0
P24,ma-ma.05.rtf,ma-ma,2,1,0
P25,ma-ma.05.rtf,ma-ma,2,1,0
P26,ma-ma.05.rtf,ma-ma,2,1,0
P27,ma-ma.05.rtf,ma-ma,2,1,0
P28,ma-ma.05.rtf,ma-ma,2,1,0
P29,ma-ma.05.rtf,ma-ma,2,1,0
P30,ma-ma.05.rtf,ma-ma,2,1,0
P31,ma-ma.05.rtf,ma-ma,2,1,0
P32,ma-ma.05.rtf,ma-ma,2,1,0
P33,ma-ma.05.rtf,ma-ma,2,1,0
P34,ma-ma.05.rtf,ma-ma,2,1,0
P35,ma-ma.05.rtf,ma-ma,2,1,0
P36,ma-ma.05.rtf,ma-ma,2,1,0
P37,ma-ma.05.rtf,ma-ma,2,1,0
P01,ma-ma.06.rtf,ma-ma,2,1,0
P02,ma-ma.06.rtf,ma-ma,2,1,0
P03,ma-ma.06.rtf,ma-ma,2,1,0
P04,ma-ma.06.rtf,ma-ma,2,1,0
P05,ma-ma.06.rtf,ma-ma,2,1,0
P06,ma-ma.06.rtf,ma-ma,2,1,0
P07,ma-ma.06.rtf,ma-ma,2,1,0
P08,ma-ma.06.rtf,ma-ma,2,1,0
P09,ma-ma.06.rtf,ma-ma,2,1,0
P10,ma-ma.06.rtf,ma-ma,2,1,0
P11,ma-ma.06.rtf,ma-ma,2,1,0
P12,ma-ma.06.rtf,ma-ma,2,1,0
P13,ma-ma.06.rtf,ma-ma,2,1,0
P14,ma-ma.06.rtf,ma-ma,2,1,0
P15,ma-ma.06.rtf,ma-ma,2,1,0
P16,ma-ma.06.rtf,ma-ma,2,1,0
P17,ma-ma.06.rtf,ma-ma,2,1,0
P18,ma-ma.06.rtf,ma-ma,2,1,0
P19,ma-ma.06.rtf,ma-ma,2,1,0
P20,ma-ma.06.rtf,ma-ma,2,1,0
P21,ma-ma.06.rtf,ma-ma,2,1,0
P22,ma-ma.06.rtf,ma-ma,2,1,0
P23,ma-ma.06.rtf,ma-ma,2,1,0
P24,ma-ma.06.rtf,ma-ma,2,1,0
P25,ma-ma.06.rtf,ma-ma,2,1,0
P26,ma-ma.06.rtf,ma-ma,2,1,0
P27,ma-ma.06.rtf,ma-ma,2,1,425
P28,ma-ma.06.rtf,ma-ma,2,1,0
P29,ma-ma.06.rtf,ma-ma,2,1,0
P30,ma-ma.06.rtf,ma-ma,2,1,0
P31,ma-ma.06.rtf,ma-ma,2,1,0
P32,ma-ma.06.rtf,ma-ma,2,1,0
P33,ma-ma.06.rtf,ma-ma,2,1,0
P34,ma-ma.06.rtf,ma-ma,2,1,0
P35,ma-ma.06.rtf,ma-ma,2,1,0
P36,ma-ma.06.rtf,ma-ma,2,1,0
P37,ma-ma.06.rtf,ma-ma,2,1,0
P01,ma-ma.07.rtf,ma-ma,2,1,0
P02,ma-ma.07.rtf,ma-ma,2,1,0
P03,ma-ma.07.rtf,ma-ma,2,1,0
P04,ma-ma.07.rtf,ma-ma,2,1,0
P05,ma-ma.07.rtf,ma-ma,2,1,0
P06,ma-ma.07.rtf,ma-ma,2,1,0
P07,ma-ma.07.rtf,ma-ma,2,1,0
P08,ma-ma.07.rtf,ma-ma,2,1,0
P09,ma-ma.07.rtf,ma-ma,2,1,0
P10,ma-ma.07.rtf,ma-ma,2,1,0
P11,ma-ma.07.rtf,ma-ma,2,1,0
P12,ma-ma.07.rtf,ma-ma,2,1,0
P13,ma-ma.07.rtf,ma-ma,2,1,0
P14,ma-ma.07.rtf,ma-ma,2,1,0
P15,ma-ma.07.rtf,ma-ma,2,1,0
P16,ma-ma.07.rtf,ma-ma,2,1,0
P17,ma-ma.07.rtf,ma-ma,2,1,0
P18,ma-ma.07.rtf,ma-ma,2,1,0
P19,ma-ma.07.rtf,ma-ma,2,1,0
P20,ma-ma.07.rtf,ma-ma,2,1,0
P21,ma-ma.07.rtf,ma-ma,2,1,0
P22,ma-ma.07.rtf,ma-ma,2,1,0
P23,ma-ma.07.rtf,ma-ma,2,1,0
P24,ma-ma.07.rtf,ma-ma,2,1,0
P25,ma-ma.07.rtf,ma-ma,2,1,0
P26,ma-ma.07.rtf,ma-ma,2,1,0
P27,ma-ma.07.rtf,ma-ma,2,1,0
P28,ma-ma.07.rtf,ma-ma,2,1,0
P29,ma-ma.07.rtf,ma-ma,2,1,0
P30,ma-ma.07.rtf,ma-ma,2,1,0
P31,ma-ma.07.rtf,ma-ma,2,1,0
P32,ma-ma.07.rtf,ma-ma,2,1,0
P33,ma-ma.07.rtf,ma-ma,2,1,0
P34,ma-ma.07.rtf,ma-ma,2,1,0
P35,ma-ma.07.rtf,ma-ma,2,1,0
P36,ma-ma.07.rtf,ma-ma,2,1,0
P37,ma-ma.07.rtf,ma-ma,2,1,0
P01,ma-ma.08.rtf,ma-ma,2,1,0
P02,ma-ma.08.rtf,ma-ma,2,1,0
P03,ma-ma.08.rtf,ma-ma,2,1,0
P04,ma-ma.08.rtf,ma-ma,2,1,0
P05,ma-ma.08.rtf,ma-ma,2,1,0
P06,ma-ma.08.rtf,ma-ma,2,1,0
P07,ma-ma.08.rtf,ma-ma,2,1,0
P08,ma-ma.08.rtf,ma-ma,2,1,0
P09,ma-ma.08.rtf,ma-ma,2,1,0
P10,ma-ma.08.rtf,ma-ma,2,1,0
P11,ma-ma.08.rtf,ma-ma,2,1,0
P12,ma-ma.08.rtf,ma-ma,2,1,0
P13,ma-ma.08.rtf,ma-ma,2,1,0
P14,ma-ma.08.rtf,ma-ma,2,1,0
P15,ma-ma.08.rtf,ma-ma,2,1,0
P16,ma-ma.08.rtf,ma-ma,2,1,0
P17,ma-ma.08.rtf,ma-ma,2,1,0
P18,ma-ma.08.rtf,ma-ma,2,1,0
P19,ma-ma.08.rtf,ma-ma,2,1,0
P20,ma-ma.08.rtf,ma-ma,2,1,0
P21,ma-ma.08.rtf,ma-ma,2,1,0
P22,ma-ma.08.rtf,ma-ma,2,1,0
P23,ma-ma.08.rtf,ma-ma,2,1,0
P24,ma-ma.08.rtf,ma-ma,2,1,0
P25,ma-ma.08.rtf,ma-ma,2,1,0
P26,ma-ma.08.rtf,ma-ma,2,1,0
P27,ma-ma.08.rtf,ma-ma,2,1,0
P28,ma-ma.08.rtf,ma-ma,2,1,0
P29,ma-ma.08.rtf,ma-ma,2,1,0
P30,ma-ma.08.rtf,ma-ma,2,1,0
P31,ma-ma.08.rtf,ma-ma,2,1,0
P32,ma-ma.08.rtf,ma-ma,2,1,0
P33,ma-ma.08.rtf,ma-ma,2,1,0
P34,ma-ma.08.rtf,ma-ma,2,1,0
P35,ma-ma.08.rtf,ma-ma,2,1,0
P36,ma-ma.08.rtf,ma-ma,2,1,0
P37,ma-ma.08.rtf,ma-ma,2,1,0
P01,ma-ma.09.rtf,ma-ma,2,1,0
P02,ma-ma.09.rtf,ma-ma,2,1,0
P03,ma-ma.09.rtf,ma-ma,2,1,0
P04,ma-ma.09.rtf,ma-ma,2,1,0
P05,ma-ma.09.rtf,ma-ma,2,1,0
P06,ma-ma.09.rtf,ma-ma,2,1,0
P07,ma-ma.09.rtf,ma-ma,2,1,0
P08,ma-ma.09.rtf,ma-ma,2,1,0
P09,ma-ma.09.rtf,ma-ma,2,1,0
P10,ma-ma.09.rtf,ma-ma,2,1,0
P11,ma-ma.09.rtf,ma-ma,2,1,0
P12,ma-ma.09.rtf,ma-ma,2,1,0
P13,ma-ma.09.rtf,ma-ma,2,1,0
P14,ma-ma.09.rtf,ma-ma,2,1,0
P15,ma-ma.09.rtf,ma-ma,2,1,0
P16,ma-ma.09.rtf,ma-ma,2,1,0
P17,ma-ma.09.rtf,ma-ma,2,1,0
P18,ma-ma.09.rtf,ma-ma,2,1,0
P19,ma-ma.09.rtf,ma-ma,2,1,0
P20,ma-ma.09.rtf,ma-ma,2,1,0
P21,ma-ma.09.rtf,ma-ma,2,1,0
P22,ma-ma.09.rtf,ma-ma,2,1,0
P23,ma-ma.09.rtf,ma-ma,2,1,0
P24,ma-ma.09.rtf,ma-ma,2,1,0
P25,ma-ma.09.rtf,ma-ma,2,1,0
P26,ma-ma.09.rtf,ma-ma,2,1,0
P27,ma-ma.09.rtf,ma-ma,2,1,0
P28,ma-ma.09.rtf,ma-ma,2,1,0
P29,ma-ma.09.rtf,ma-ma,2,1,0
P30,ma-ma.09.rtf,ma-ma,2,1,0
P31,ma-ma.09.rtf,ma-ma,2,1,0
P32,ma-ma.09.rtf,ma-ma,2,1,0
P33,ma-ma.09.rtf,ma-ma,2,1,0
P34,ma-ma.09.rtf,ma-ma,2,1,0
P35,ma-ma.09.rtf,ma-ma,2,1,0
P36,ma-ma.09.rtf,ma-ma,2,1,0
P37,ma-ma.09.rtf,ma-ma,2,1,0
P01,ma-ma.10.rtf,ma-ma,2,1,0
P02,ma-ma.10.rtf,ma-ma,2,1,0
P03,ma-ma.10.rtf,ma-ma,2,1,146
P04,ma-ma.10.rtf,ma-ma,2,1,0
P05,ma-ma.10.rtf,ma-ma,2,1,0
P06,ma-ma.10.rtf,ma-ma,2,1,0
P07,ma-ma.10.rtf,ma-ma,2,1,0
P08,ma-ma.10.rtf,ma-ma,2,1,0
P09,ma-ma.10.rtf,ma-ma,2,1,0
P10,ma-ma.10.rtf,ma-ma,2,1,0
P11,ma-ma.10.rtf,ma-ma,2,1,0
P12,ma-ma.10.rtf,ma-ma,2,1,0
P13,ma-ma.10.rtf,ma-ma,2,1,0
P14,ma-ma.10.rtf,ma-ma,2,1,0
P15,ma-ma.10.rtf,ma-ma,2,1,0
P16,ma-ma.10.rtf,ma-ma,2,1,0
P17,ma-ma.10.rtf,ma-ma,2,1,0
P18,ma-ma.10.rtf,ma-ma,2,1,0
P19,ma-ma.10.rtf,ma-ma,2,1,0
P20,ma-ma.10.rtf,ma-ma,2,1,0
P21,ma-ma.10.rtf,ma-ma,2,1,0
P22,ma-ma.10.rtf,ma-ma,2,1,0
P23,ma-ma.10.rtf,ma-ma,2,1,0
P24,ma-ma.10.rtf,ma-ma,2,1,0
P25,ma-ma.10.rtf,ma-ma,2,1,0
P26,ma-ma.10.rtf,ma-ma,2,1,0
P27,ma-ma.10.rtf,ma-ma,2,1,0
P28,ma-ma.10.rtf,ma-ma,2,1,0
P29,ma-ma.10.rtf,ma-ma,2,1,0
P30,ma-ma.10.rtf,ma-ma,2,1,0
P31,ma-ma.10.rtf,ma-ma,2,1,0
P32,ma-ma.10.rtf,ma-ma,2,1,0
P33,ma-ma.10.rtf,ma-ma,2,1,0
P34,ma-ma.10.rtf,ma-ma,2,1,0
P35,ma-ma.10.rtf,ma-ma,2,1,0
P36,ma-ma.10.rtf,ma-ma,2,1,0
P37,ma-ma.10.rtf,ma-ma,2,1,0
P01,ma-ma.11.rtf,ma-ma,2,1,0
P02,ma-ma.11.rtf,ma-ma,2,1,0
P03,ma-ma.11.rtf,ma-ma,2,1,78
P04,ma-ma.11.rtf,ma-ma,2,1,0
P05,ma-ma.11.rtf,ma-ma,2,1,0
P06,ma-ma.11.rtf,ma-ma,2,1,0
P07,ma-ma.11.rtf,ma-ma,2,1,0
P08,ma-ma.11.rtf,ma-ma,2,1,0
P09,ma-ma.11.rtf,ma-ma,2,1,0
P10,ma-ma.11.rtf,ma-ma,2,1,0
P11,ma-ma.11.rtf,ma-ma,2,1,0
P12,ma-ma.11.rtf,ma-ma,2,1,0
P13,ma-ma.11.rtf,ma-ma,2,1,0
P14,ma-ma.11.rtf,ma-ma,2,1,0
P15,ma-ma.11.rtf,ma-ma,2,1,0
P16,ma-ma.11.rtf,ma-ma,2,1,0
P17,ma-ma.11.rtf,ma-ma,2,1,0
P18,ma-ma.11.rtf,ma-ma,2,1,0
P19,ma-ma.11.rtf,ma-ma,2,1,0
P20,ma-ma.11.rtf,ma-ma,2,1,0
P21,ma-ma.11.rtf,ma-ma,2,1,0
P22,ma-ma.11.rtf,ma-ma,2,1,0
P23,ma-ma.11.rtf,ma-ma,2,1,0
P24,ma-ma.11.rtf,ma-ma,2,1,0
P25,ma-ma.11.rtf,ma-ma,2,1,0
P26,ma-ma.11.rtf,ma-ma,2,1,0
P27,ma-ma.11.rtf,ma-ma,2,1,0
P28,ma-ma.11.rtf,ma-ma,2,1,0
P29,ma-ma.11.rtf,ma-ma,2,1,0
P30,ma-ma.11.rtf,ma-ma,2,1,0
P31,ma-ma.11.rtf,ma-ma,2,1,0
P32,ma-ma.11.rtf,ma-ma,2,1,0
P33,ma-ma.11.rtf,ma-ma,2,1,0
P34,ma-ma.11.rtf,ma-ma,2,1,0
P35,ma-ma.11.rtf,ma-ma,2,1,0
P36,ma-ma.11.rtf,ma-ma,2,1,0
P37,ma-ma.11.rtf,ma-ma,2,1,0
P01,ma-ma.12.rtf,ma-ma,2,1,0
P02,ma-ma.12.rtf,ma-ma,2,1,0
P03,ma-ma.12.rtf,ma-ma,2,1,0
P04,ma-ma.12.rtf,ma-ma,2,1,0
P05,ma-ma.12.rtf,ma-ma,2,1,0
P06,ma-ma.12.rtf,ma-ma,2,1,0
P07,ma-ma.12.rtf,ma-ma,2,1,0
P08,ma-ma.12.rtf,ma-ma,2,1,0
P09,ma-ma.12.rtf,ma-ma,2,1,0
P10,ma-ma.12.rtf,ma-ma,2,1,0
P11,ma-ma.12.rtf,ma-ma,2,1,0
P12,ma-ma.12.rtf,ma-ma,2,1,0
P13,ma-ma.12.rtf,ma-ma,2,1,0
P14,ma-ma.12.rtf,ma-ma,2,1,0
P15,ma-ma.12.rtf,ma-ma,2,1,0
P16,ma-ma.12.rtf,ma-ma,2,1,0
P17,ma-ma.12.rtf,ma-ma,2,1,0
P18,ma-ma.12.rtf,ma-ma,2,1,0
P19,ma-ma.12.rtf,ma-ma,2,1,0
P20,ma-ma.12.rtf,ma-ma,2,1,0
P21,ma-ma.12.rtf,ma-ma,2,1,0
P22,ma-ma.12.rtf,ma-ma,2,1,0
P23,ma-ma.12.rtf,ma-ma,2,1,0
P24,ma-ma.12.rtf,ma-ma,2,1,0
P25,ma-ma.12.rtf,ma-ma,2,1,0
P26,ma-ma.12.rtf,ma-ma,2,1,0
P27,ma-ma.12.rtf,ma-ma,2,1,0
P28,ma-ma.12.rtf,ma-ma,2,1,0
P29,ma-ma.12.rtf,ma-ma,2,1,0
P30,ma-ma.12.rtf,ma-ma,2,1,0
P31,ma-ma.12.rtf,ma-ma,2,1,0
P32,ma-ma.12.rtf,ma-ma,2,1,0
P33,ma-ma.12.rtf,ma-ma,2,1,0
P34,ma-ma.12.rtf,ma-ma,2,1,0
P35,ma-ma.12.rtf,ma-ma,2,1,0
P36,ma-ma.12.rtf,ma-ma,2,1,0
P37,ma-ma.12.rtf,ma-ma,2,1,0
P01,ma-nma.01.rtf,ma-nma,1,2,170
P02,ma-nma.01.rtf,ma-nma,1,2,0
P03,ma-nma.01.rtf,ma-nma,1,2,0
P04,ma-nma.01.rtf,ma-nma,1,2,0
P05,ma-nma.01.rtf,ma-nma,1,2,0
P06,ma-nma.01.rtf,ma-nma,1,2,0
P07,ma-nma.01.rtf,ma-nma,1,2,0
P08,ma-nma.01.rtf,ma-nma,1,2,0
P09,ma-nma.01.rtf,ma-nma,1,2,0
P10,ma-nma.01.rtf,ma-nma,1,2,0
P11,ma-nma.01.rtf,ma-nma,1,2,0
P12,ma-nma.01.rtf,ma-nma,1,2,0
P13,ma-nma.01.rtf,ma-nma,1,2,0
P14,ma-nma.01.rtf,ma-nma,1,2,0
P15,ma-nma.01.rtf,ma-nma,1,2,0
P16,ma-nma.01.rtf,ma-nma,1,2,0
P17,ma-nma.01.rtf,ma-nma,1,2,0
P18,ma-nma.01.rtf,ma-nma,1,2,0
P19,ma-nma.01.rtf,ma-nma,1,2,0
P20,ma-nma.01.rtf,ma-nma,1,2,0
P21,ma-nma.01.rtf,ma-nma,1,2,0
P22,ma-nma.01.rtf,ma-nma,1,2,0
P23,ma-nma.01.rtf,ma-nma,1,2,0
P24,ma-nma.01.rtf,ma-nma,1,2,0
P25,ma-nma.01.rtf,ma-nma,1,2,0
P26,ma-nma.01.rtf,ma-nma,1,2,0
P27,ma-nma.01.rtf,ma-nma,1,2,0
P28,ma-nma.01.rtf,ma-nma,1,2,0
P29,ma-nma.01.rtf,ma-nma,1,2,0
P30,ma-nma.01.rtf,ma-nma,1,2,0
P31,ma-nma.01.rtf,ma-nma,1,2,0
P32,ma-nma.01.rtf,ma-nma,1,2,0
P33,ma-nma.01.rtf,ma-nma,1,2,0
P34,ma-nma.01.rtf,ma-nma,1,2,0
P35,ma-nma.01.rtf,ma-nma,1,2,0
P36,ma-nma.01.rtf,ma-nma,1,2,0
P37,ma-nma.01.rtf,ma-nma,1,2,0
P01,ma-nma.02.rtf,ma-nma,1,2,242
P02,ma-nma.02.rtf,ma-nma,1,2,0
P03,ma-nma.02.rtf,ma-nma,1,2,0
P04,ma-nma.02.rtf,ma-nma,1,2,0
P05,ma-nma.02.rtf,ma-nma,1,2,0
P06,ma-nma.02.rtf,ma-nma,1,2,0
P07,ma-nma.02.rtf,ma-nma,1,2,0
P08,ma-nma.02.rtf,ma-nma,1,2,0
P09,ma-nma.02.rtf,ma-nma,1,2,0
P10,ma-nma.02.rtf,ma-nma,1,2,0
P11,ma-nma.02.rtf,ma-nma,1,2,0
P12,ma-nma.02.rtf,ma-nma,1,2,0
P13,ma-nma.02.rtf,ma-nma,1,2,0
P14,ma-nma.02.rtf,ma-nma,1,2,0
P15,ma-nma.02.rtf,ma-nma,1,2,0
P16,ma-nma.02.rtf,ma-nma,1,2,0
P17,ma-nma.02.rtf,ma-nma,1,2,0
P18,ma-nma.02.rtf,ma-nma,1,2,0
P19,ma-nma.02.rtf,ma-nma,1,2,0
P20,ma-nma.02.rtf,ma-nma,1,2,0
P21,ma-nma.02.rtf,ma-nma,1,2,0
P22,ma-nma.02.rtf,ma-nma,1,2,0
P23,ma-nma.02.rtf,ma-nma,1,2,0
P24,ma-nma.02.rtf,ma-nma,1,2,0
P25,ma-nma.02.rtf,ma-nma,1,2,0
P26,ma-nma.02.rtf,ma-nma,1,2,0
P27,ma-nma.02.rtf,ma-nma,1,2,0
P28,ma-nma.02.rtf,ma-nma,1,2,0
P29,ma-nma.02.rtf,ma-nma,1,2,0
P30,ma-nma.02.rtf,ma-nma,1,2,0
P31,ma-nma.02.rtf,ma-nma,1,2,0
P32,ma-nma.02.rtf,ma-nma,1,2,0
P33,ma-nma.02.rtf,ma-nma,1,2,0
P34,ma-nma.02.rtf,ma-nma,1,2,0
P35,ma-nma.02.rtf,ma-nma,1,2,0
